sno,season,transect,tcode,eventDate,fielddate,tlength,verbatimIdentification,vernacularName,scientificName,taxonRank,taxonRemarks,verbatimCoordinateSystem,verbatimSRS,georeferenceRemarks,verbatimLongitude,verbatimLatitude,decimalLongitude,decimalLatitude,habitat,individualCount,occurrenceStatus,occurrenceRemarks
1284,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718219,1146864,76.9930407105752,10.3687269029079,forest,1,present,NA
1285,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718569,1147772,76.9962880170115,10.3769143437559,forest_tea,1,present,NA
1286,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718669,1148412,76.997237689234,10.382693522402,tea,1,present,NA
1287,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718365,1148916,76.9944911228251,10.3872663593433,forest,1,present,NA
1288,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718417,1148995,76.9949704084134,10.3879774764336,forest,1,present,NA
1289,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718036,1150026,76.9915509460709,10.3973181523239,forest,1,present,NA
1290,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718105,1146948,76.9920047608957,10.3694926202303,forest,1,present,NA
1291,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718554,1147643,76.9961436796734,10.3757491841392,forest_tea,1,present,NA
1292,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718755,1149292,76.9980733830141,10.3906428040191,forest,1,present,NA
1293,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,snake,Pitviper,Craspedocephalus,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718120,1146823,76.9921345577226,10.368361912643,forest,1,present,Pit Viper
1294,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718913,1149403,76.9995223031457,10.3916371232724,forest_tea,1,present,NA
1295,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718079,1146976,76.9917689962424,10.3697471798266,forest,1,present,NA
1296,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718237,1147040,76.9932151048409,10.3703167238429,forest,1,present,NA
1297,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718558,1147620,76.9961788798597,10.3755410637728,forest_tea,1,present,NA
1298,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718319,1148829,76.9940661604888,10.3864825898828,forest,1,present,NA
1299,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718451,1149354,76.9953014191883,10.3912204899363,forest,1,present,NA
1300,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718568,1148746,76.9963347410856,10.3857182306193,tea,1,present,NA
1301,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718256,1149646,76.9935378028086,10.3938709046492,forest,1,present,NA
1302,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,pill millipede,Pill millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718425,1147463,76.9949556556773,10.3741295081391,forest,1,present,NA
1303,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,snake,Rat snake,Ptyas mucosa,species,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717960,1150315,76.9908736044504,10.3999346932863,forest,1,present,Rat Snake
1304,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,scorpion,Scorpion,Scorpiones,order,arachnida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718050,1150495,76.9917056495751,10.4015565812774,forest,1,present,NA
1305,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718384,1148562,76.9946442993383,10.3840655292512,tea,1,present,NA
1306,monsoon,Waverly,w8,2011-10-11,11/10/2011,8.5,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718152,1149734,76.9925933140757,10.3946722256577,forest,1,present,NA
1307,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,calotes,Calotes,Calotes,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718653,1149370,76.9971466023239,10.3913536325893,forest_tea,1,present,GREEN1
1308,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718476,1147566,76.9954271617693,10.3750576176876,forest_tea,1,present,NA
1309,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718752,1148328,76.9979906383508,10.3819295447497,tea,1,present,NA
1310,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718661,1147918,76.9971363132498,10.3782287919877,tea,1,present,NA
1311,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718414,1148990,76.9949427318951,10.3879324525287,forest,1,present,NA
1312,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718730,1149362,76.99784915417,10.3912769436189,forest_tea,1,present,NA
1313,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718017,1150133,76.9913836024661,10.3982863878459,forest,1,present,NA
1314,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718601,1147845,76.9965843494411,10.3775723630146,tea,1,present,NA
1315,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718383,1148951,76.9946574679238,10.3875816973227,forest,2,present,NA
1316,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718529,1147610,76.9959135493883,10.3754523206373,forest_tea,1,present,NA
1317,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718725,1149246,76.9977968409614,10.390228724112,forest,1,present,NA
1318,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,snake,Pitviper,Craspedocephalus,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717957,1150332,76.9908471875195,10.4000885240577,forest,1,present,pit viper green
1319,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718737,1149370,76.9979135238459,10.391348856116,forest_tea,1,present,NA
1320,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718434,1149353,76.9951461513582,10.3912124166351,forest,1,present,NA
1321,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,skink,Skink,Scincidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718442,1149189,76.9952097837274,10.3897295923729,forest,1,present,NA
1322,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718557,1147649,76.9961714122498,10.3758032469839,forest_tea,4,present,NA
1323,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718687,1147990,76.9973778137617,10.3788781117664,tea,1,present,NA
1324,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718374,1149311,76.9945959409052,10.3908361923734,forest,1,present,NA
1325,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717964,1150347,76.9909119591196,10.4002237099011,forest,1,present,wOLF?
1326,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718476,1147564,76.9954270472013,10.3750395399909,forest_tea,1,present,NA
1327,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718684,1147993,76.997350596873,10.3789053986448,tea,1,present,NA
1328,monsoon,Waverly,w9,2011-10-21,21/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718016,1150136,76.9913746441082,10.3983135611441,forest,1,present,NA
1329,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,caecilian,Caecilian,Gymnophiona,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718253,1149664,76.9935114445084,10.3940337742061,forest,1,present,NA
1330,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,calotes,Calotes,Calotes,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718866,1149356,76.9990904907264,10.3912149737874,forest,1,present,GREEN1
1331,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,earthworm,Earthworm,Annelida,phylum,annelida,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718372,1149325,76.9945784837528,10.3909628497438,forest,1,present,NA
1332,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,Insect,Insects,Insecta,class,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718173,1149739,76.9927853336433,10.3947162283154,forest,1,present,NA
1333,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718585,1148685,76.9964864489587,10.3851658959758,tea,1,present,NA
1334,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,mouse,Mouse,Muridae,family,mammalia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718715,1149330,76.9977103658576,10.3909885542083,forest_tea,1,present,NA
1335,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,snake,Pitviper,Craspedocephalus,genus,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718301,1147068,76.9938009903114,10.370566187296,forest,1,present,Pit Viper
1336,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,red vented bulbul,Red-vented bulbul,Pycnonotus cafer,species,aves,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718324,1148839,76.994112383079,10.3865726946816,forest,1,present,NA
1337,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718342,1147265,76.9941865710623,10.3723445195325,forest,1,present,NA
1338,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718430,1149350,76.9951094591501,10.3911855272867,forest,1,present,NA
1339,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718260,1147166,76.9934322893701,10.3714543179422,forest,1,present,NA
1340,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718236,1147250,76.9932179872253,10.3722149416369,forest,1,present,NA
1341,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,snail,Snail,Gastropoda,class,mollusca,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718305,1148690,76.9939303769438,10.3852269839653,tea,1,present,NA
1342,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718253,1147207,76.9933707285572,10.3718253077339,forest,1,present,NA
1343,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718234,1147252,76.9931998426591,10.3722331326345,forest,1,present,NA
1344,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718743,1148301,76.9979069210479,10.3816860077314,tea,1,present,NA
1345,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718306,1148684,76.9939391630129,10.3851726941327,tea,1,present,NA
1346,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718715,1149330,76.9977103658576,10.3909885542083,forest_tea,1,present,NA
1347,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718430,1149350,76.9951094591501,10.3911855272867,forest,3,present,NA
1348,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718422,1149344,76.9950360747516,10.3911317485737,forest,1,present,NA
1349,monsoon,Waverly,w10,2011-10-31,31/10/2011,8.5,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,718253,1149665,76.9935115018445,10.3940428130543,forest,1,present,NA
1350,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,frog,Frog,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717295,1155442,76.9850954780964,10.4463146875637,forest,1,present,NA
1351,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716916,1155762,76.9816528994917,10.4492286403499,forest,1,present,NA
1352,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716965,1155843,76.9821050001138,10.4499580099496,forest,1,present,NA
1353,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716210,1155833,76.9752098969651,10.4499103838398,forest,1,present,NA
1354,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717233,1155684,76.9845431987601,10.4485056149109,forest,1,present,NA
1355,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716901,1155864,76.981521767539,10.4501514572073,forest,1,present,NA
1356,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717297,1155427,76.9851128806544,10.446178990977,forest,1,present,NA
1357,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717233,1155684,76.9845431987601,10.4485056149109,forest,1,present,NA
1358,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716821,1155813,76.9807883003528,10.4496950109582,forest,3,present,NA
1359,monsoon,Attakatti - 1 hpb,at1,2011-11-03,03/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716899,1155861,76.981503331984,10.4501244540037,forest,1,present,NA
1360,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,calotes,Calotes,Calotes versicolor,species,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716714,1156343,76.9798415482873,10.4544916884709,forest,1,present,VERSICOLOR
1361,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,centipede,Centipede,Chilopoda,class,chilopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717080,1155999,76.9831641055405,10.4513615475679,forest,1,present,NA
1362,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,centipede,Centipede,Chilopoda,class,chilopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716476,1155902,76.9776429129268,10.450519019129,forest,1,present,NA
1363,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,gecko,Gecko,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717047,1155998,76.9828626972511,10.4513543821652,forest,1,present,NA
1364,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,snake,Snake,Squamata,order,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717147,1155642,76.9837554585344,10.4481308661713,forest,1,present,NA
1365,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717245,1155635,76.9846499679035,10.448062028827,forest,1,present,NA
1366,monsoon,Attakatti - 1 hpb,at2,2011-11-06,06/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716557,1156054,76.9783912903643,10.4518883452618,forest,1,present,NA
1367,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,caecilian,Caecilian,Gymnophiona,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717087,1156000,76.9832280858214,10.4513701890008,forest,1,present,NA
1368,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,crab,Crabs,Decapoda,order,crustacea,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716467,1155901,76.9775606690655,10.4505104897372,forest,1,present,NA
1369,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717087,1155695,76.9832105928237,10.4486133325926,forest,1,present,NA
1370,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,millipede,Millipede,Diplopoda,class,diplopoda,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716522,1155906,76.9780632068844,10.4505525702298,forest,1,present,NA
1371,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,shield tail,Shieldtail,Uropeltidae,family,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716930,1155764,76.9817808591888,10.4492459239869,forest,1,present,NA
1372,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717200,1155709,76.9842432852268,10.4487334608945,forest,1,present,NA
1373,monsoon,Attakatti - 1 hpb,at3,2011-11-09,09/11/2011,6.7,toad,Toad,Anura,order,amphibia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716541,1155907,76.9782367692458,10.4505605331915,forest,1,present,NA
1374,monsoon,Attakatti - 1 hpb,at4,2011-11-14,14/11/2011,6.7,calotes,Calotes,Calotes versicolor,species,reptilia,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716329,1155917,76.9763013875171,10.4506629221849,forest,1,present,VERSICOLOR
1375,monsoon,Attakatti - 1 hpb,at4,2011-11-14,14/11/2011,6.7,glow worm,Glowworm,Lampyridae,family,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717360,1155490,76.9856917931728,10.4467448600986,forest,1,present,NA
1376,monsoon,Attakatti - 1 hpb,at4,2011-11-14,14/11/2011,6.7,grasshopper,Grasshopper,Orthoptera,order,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,717359,1155511,76.9856838670357,10.4469347330178,forest,1,present,NA
1377,monsoon,Attakatti - 1 hpb,at4,2011-11-14,14/11/2011,6.7,grasshopper,Grasshopper,Orthoptera,order,insecta,UTM,EPSG:32643,Converted from UTM coordinates (grid 43 P of UTM Zone 43 N) to decimal degrees using QGIS,716826,1155817,76.9808341885377,10.4497308830055,forest,1,present,NA
