transect,verbatimroute,sno,canopycover,canopyoverlap,verticaloverlap,habcode,habno,longitude,latitude
Sholayar,sholayar ,75,0,0,0,tt,1,76.9192782079,10.3463311755
Sholayar,sholayar ,76,0,0,0,tt,1,76.9192104002,10.3461207316
Sholayar,sholayar ,77,0,0,0,tt,1,76.9191092203,10.3459247362
Sholayar,sholayar ,78,0,0,0,tt,1,76.9190391739,10.3457099392
Sholayar,sholayar ,79,0,0,0,tt,1,76.9189816258,10.3454938869
Sholayar,sholayar ,80,0,0,0,tt,1,76.9190326154,10.3452750994
Sholayar,sholayar ,81,0,0,0,tt,1,76.9190389055,10.3450499612
Sholayar,sholayar ,82,0,0,0,tt,1,76.918932156,10.3448576695
Sholayar,sholayar ,83,0,0,0,tt,1,76.9188443322,10.3446536893
Sholayar,sholayar ,84,0,0,0,tt,1,76.9188504896,10.3444369463
Sholayar,sholayar ,85,0,0,0,tt,1,76.9188966644,10.3442160325
Sholayar,sholayar ,86,0,0,0,tt,1,76.9188926713,10.3439912381
Sholayar,sholayar ,87,0,0,0,tt,1,76.9188525318,10.3437688049
Sholayar,sholayar ,88,0,0,0,tt,1,76.9187866882,10.3435527946
Sholayar,sholayar ,89,0,0,0,tt,1,76.9187142074,10.3433386379
Sholayar,sholayar ,90,0,0,0,tt,1,76.9187244446,10.343117343
Sholayar,sholayar ,91,1,1,0,tt,1,76.9187502449,10.342893341
Sholayar,sholayar ,92,0,0,0,tt,1,76.9187060969,10.3426735254
Sholayar,sholayar ,93,0,0,0,tt,1,76.9186292406,10.3424608107
Sholayar,sholayar ,94,1,1,0,tt,1,76.9185126447,10.3422694961
Sholayar,sholayar ,95,0,0,0,tt,1,76.9183257939,10.3421399448
Sholayar,sholayar ,96,0,0,0,tt,1,76.9181471042,10.3422033028
Sholayar,sholayar ,97,0,0,0,tt,1,76.918129286,10.3424202095
Sholayar,sholayar ,98,0,0,0,tt,1,76.9181310581,10.3426427605
Sholayar,sholayar ,99,0,0,0,tt,1,76.9180134899,10.3428341495
Sholayar,sholayar ,100,0,0,0,tt,1,76.917807979,10.3428555541
Sholayar,sholayar ,101,0,0,0,tt,1,76.9176892569,10.3426644148
Sholayar,sholayar ,102,0,0,0,tt,1,76.9175819632,10.3424661945
Sholayar,sholayar ,103,0,0,0,tt,1,76.9174056912,10.3423252923
Sholayar,sholayar ,104,1,1,0,tt,1,76.9171916947,10.3422492127
Sholayar,sholayar ,105,0,0,0,tt,1,76.916966686,10.3422182232
Sholayar,sholayar ,106,0,0,0,tt,1,76.9167544368,10.3421361779
Sholayar,sholayar ,107,0,0,0,tt,1,76.91654213,10.3420543082
Sholayar,sholayar ,108,0,0,0,tt,1,76.9163226843,10.3419932831
Sholayar,sholayar ,109,0,0,0,tt,1,76.9160970219,10.3420032062
Sholayar,sholayar ,110,0,0,0,tt,1,76.9159508502,10.3421589231
Sholayar,sholayar ,111,0,0,0,tt,1,76.9159901992,10.3423773556
Sholayar,sholayar ,112,0,0,0,tt,1,76.9160405778,10.3425973281
Sholayar,sholayar ,113,1,1,0,tt,1,76.9160524018,10.3428223444
Sholayar,sholayar ,114,1,1,0,tt,1,76.9159232303,10.3429824851
Sholayar,sholayar ,115,0,0,0,tt,1,76.915719425,10.3429002199
Sholayar,sholayar ,116,1,1,0,tt,1,76.9155991345,10.3427092929
Sholayar,sholayar ,117,0,0,0,tt,1,76.9154916472,10.3425101068
Sholayar,sholayar ,118,0,0,0,tt,1,76.9153095606,10.3423893843
Sholayar,sholayar ,119,0,0,0,tt,1,76.9150822213,10.3423966564
Sholayar,sholayar ,120,0,0,0,tt,1,76.9148581377,10.3423563804
Sholayar,sholayar ,121,0,0,0,tt,1,76.9146423954,10.3422841227
Sholayar,sholayar ,122,0,0,0,tt,1,76.9144796463,10.3421321421
Sholayar,sholayar ,123,0,0,0,tt,1,76.9143934189,10.341923869
Sholayar,sholayar ,124,0,0,0,tt,1,76.9142567515,10.3417508092
Sholayar,sholayar ,125,0,0,0,tt,1,76.9140404447,10.3416872743
Sholayar,sholayar ,126,0,0,0,tt,1,76.9140150061,10.3416810093
Sholayar,sholayar ,127,0,0,0,tt,1,76.9138280457,10.3417151926
Sholayar,sholayar ,128,0,0,0,tt,1,76.913642185,10.3418460771
Sholayar,sholayar ,129,0,0,0,tt,1,76.9134306944,10.3419125031
Sholayar,sholayar ,130,0,0,0,tt,1,76.9132035946,10.3419222492
Sholayar,sholayar ,131,0,0,0,tt,1,76.9129792925,10.3419486719
Sholayar,sholayar ,132,0,0,0,tt,1,76.9127565092,10.3419485739
Sholayar,sholayar ,133,0,0,0,tt,1,76.9126068933,10.341787884
Sholayar,sholayar ,134,0,0,0,tt,1,76.9125093796,10.3415836219
Sholayar,sholayar ,135,0,0,0,tt,1,76.9124800128,10.3413646224
Sholayar,sholayar ,136,1,1,0,tt,1,76.9126068627,10.3411834984
Sholayar,sholayar ,137,1,1,0,tt,1,76.9127946584,10.3410570487
Sholayar,sholayar ,138,1,1,0,tt,1,76.9129305922,10.34087856
Sholayar,sholayar ,139,0,0,0,tt,1,76.9129365508,10.3406596048
Sholayar,sholayar ,140,0,0,0,tt,1,76.9128028825,10.3404791911
Sholayar,sholayar ,141,0,0,0,tt,1,76.9126583682,10.3403050534
Sholayar,sholayar ,142,0,0,0,tt,1,76.9125516457,10.3401137493
Sholayar,sholayar ,143,0,0,0,tt,1,76.9125350379,10.3398885521
Sholayar,sholayar ,144,0,0,0,tt,1,76.9124012548,10.3397169631
Sholayar,sholayar ,145,0,0,0,tt,1,76.9121843884,10.3396507943
Sholayar,sholayar ,146,0,0,0,tt,1,76.9119589601,10.3396189749
Sholayar,sholayar ,147,0,0,0,tt,1,76.9117552164,10.3397168985
Sholayar,sholayar ,148,0,0,0,tt,1,76.9115583588,10.3398306311
Sholayar,sholayar ,149,0,0,0,tt,1,76.9113438025,10.3399062968
Sholayar,sholayar ,150,0,0,0,tt,1,76.9111197531,10.3399491848
Sholayar,sholayar ,151,0,0,0,tt,1,76.9108968729,10.3399927703
Sholayar,sholayar ,152,0,0,0,tt,1,76.9107127523,10.3401198751
Sholayar,sholayar ,153,0,0,0,tt,1,76.9106574592,10.3403337318
Sholayar,sholayar ,154,0,0,0,tt,1,76.9106872675,10.3405573417
Sholayar,sholayar ,155,0,0,0,tt,1,76.9107861157,10.3407572873
Sholayar,sholayar ,156,0,0,0,tt,1,76.910928644,10.3409336515
Sholayar,sholayar ,157,0,0,0,tt,1,76.9110813286,10.3411015105
Sholayar,sholayar ,158,0,0,0,tt,1,76.9112351812,10.3412684112
Sholayar,sholayar ,159,0,0,0,tt,1,76.9113605885,10.3414504216
Sholayar,sholayar ,160,0,0,0,tt,1,76.9112760519,10.3416406433
Sholayar,sholayar ,161,0,0,0,tt,1,76.9110609995,10.3417126835
Sholayar,sholayar ,162,0,0,0,tt,1,76.910840145,10.3417509778
Sholayar,sholayar ,163,0,0,0,tt,1,76.9106716403,10.341613885
Sholayar,sholayar ,164,0,0,0,tt,1,76.9105744273,10.3414098493
Sholayar,sholayar ,165,0,0,0,tt,1,76.9104893364,10.3412003774
Sholayar,sholayar ,166,0,0,0,tt,1,76.9103963944,10.3409943813
Sholayar,sholayar ,167,0,0,0,tt,1,76.9102713798,10.3408054441
Sholayar,sholayar ,168,0,0,0,tt,1,76.9101260104,10.3406326605
Sholayar,sholayar ,169,0,0,0,tt,1,76.9099816622,10.3404736159
Sholayar,sholayar ,170,0,0,0,tt,1,76.9097867515,10.3403638926
Sholayar,sholayar ,171,0,0,0,tt,1,76.9095606526,10.3403364973
Sholayar,sholayar ,172,0,0,0,tt,1,76.9093377586,10.3403041359
Sholayar,sholayar ,173,0,0,0,tt,1,76.9091402864,10.3401933222
Sholayar,sholayar ,174,0,0,0,tt,1,76.9089183646,10.3402212628
Sholayar,sholayar ,175,0,0,0,tt,1,76.9087157146,10.3403142267
Sholayar,sholayar ,176,0,0,0,tt,1,76.9085553619,10.3401813549
Sholayar,sholayar ,177,0,0,0,tt,1,76.9084064051,10.3400149193
Sholayar,sholayar ,178,0,0,0,tt,1,76.9082097142,10.3399010443
Sholayar,sholayar ,179,0,0,0,tt,1,76.9080680434,10.3397314557
Sholayar,sholayar ,180,0,0,0,tt,1,76.908021039,10.3395104574
Sholayar,sholayar ,181,1,1,0,tt,1,76.9079092418,10.3393194843
Sholayar,sholayar ,182,1,1,0,tt,1,76.9077156449,10.3392010991
Sholayar,sholayar ,183,1,1,0,tt,1,76.9075741247,10.339028002
Sholayar,sholayar ,184,1,1,0,tt,1,76.9075545729,10.3388040143
Sholayar,sholayar ,185,0,0,0,tt,1,76.9075527894,10.3385788769
Sholayar,sholayar ,186,1,1,0,tt,1,76.9074820876,10.3383663299
Sholayar,sholayar ,187,0,0,0,tt,1,76.9073390424,10.3381906752
Sholayar,sholayar ,188,0,0,0,tt,1,76.9071902261,10.3380204764
Sholayar,sholayar ,189,0,0,0,tt,1,76.9070289187,10.3378607222
Sholayar,sholayar ,190,0,0,0,tt,1,76.9068479291,10.3377276429
Sholayar,sholayar ,191,0,0,0,tt,1,76.906638563,10.3377691046
Sholayar,sholayar ,192,0,0,0,tt,1,76.9065063553,10.3379524027
Sholayar,sholayar ,193,0,0,0,tt,1,76.9063418145,10.3381025162
Sholayar,sholayar ,194,0,0,0,tt,1,76.9061197875,10.3381534218
Sholayar,sholayar ,195,1,1,0,tt,1,76.9059037544,10.338127418
Sholayar,sholayar ,196,0,0,0,tt,1,76.9057375399,10.3379732336
Sholayar,sholayar ,197,0,0,0,tt,1,76.9055350969,10.3378756152
Sholayar,sholayar ,198,0,0,0,tt,1,76.905309484,10.3378749568
Sholayar,sholayar ,199,0,0,0,tt,1,76.9051168571,10.3379906008
Sholayar,sholayar ,200,0,0,0,tt,1,76.9050123491,10.3381883662
Sholayar,sholayar ,201,0,0,0,tt,1,76.904996238,10.3384090139
Sholayar,sholayar ,202,1,1,0,tt,1,76.9050510282,10.3386269504
Sholayar,sholayar ,203,1,1,0,tt,1,76.9051529948,10.3388290573
Sholayar,sholayar ,204,1,1,0,tt,1,76.9051329722,10.3390180099
Sholayar,sholayar ,205,0,0,0,tt,1,76.9049077479,10.3389847896
Sholayar,sholayar ,206,1,1,0,tt,1,76.9046858453,10.3390282662
Sholayar,sholayar ,207,1,1,0,tt,1,76.9044979789,10.3389274954
Sholayar,sholayar ,208,0,0,0,tt,1,76.9043764829,10.3387364294
Sholayar,sholayar ,209,0,0,0,tt,1,76.9041998053,10.3386049113
Sholayar,sholayar ,210,0,0,0,tt,1,76.9039782451,10.3386402211
Sholayar,sholayar ,211,0,0,0,tt,1,76.9037732954,10.3387212983
Sholayar,sholayar ,212,1,1,0,tt,1,76.9036582892,10.3389080637
Sholayar,sholayar ,213,1,1,0,tt,1,76.9036800078,10.3391314989
Sholayar,sholayar ,214,1,1,0,tt,1,76.9037362334,10.3393501749
Sholayar,sholayar ,215,0,0,0,tt,1,76.9037739074,10.3395730336
Sholayar,sholayar ,216,0,0,0,tt,1,76.9037968659,10.3397977904
Sholayar,sholayar ,217,0,0,0,tt,1,76.9038024729,10.3400235458
Sholayar,sholayar ,218,0,0,0,tt,1,76.9037761648,10.3402473066
Sholayar,sholayar ,219,0,0,0,tt,1,76.9037423688,10.3404707245
Sholayar,sholayar ,220,0,0,0,tt,1,76.903720326,10.3406955844
Sholayar,sholayar ,221,0,0,0,tt,1,76.9036942739,10.340919171
Sholayar,sholayar ,222,0,0,0,tt,1,76.9035276126,10.341049398
Sholayar,sholayar ,223,0,0,0,tt,1,76.9033043228,10.341013235
Sholayar,sholayar ,224,0,0,0,tt,1,76.903081308,10.3409790469
Sholayar,sholayar ,225,0,0,0,tt,1,76.9028832133,10.3410814738
Sholayar,sholayar ,226,1,1,0,tt,1,76.9026991143,10.3412148434
Sholayar,sholayar ,227,0,0,0,tt,1,76.9024994179,10.3413239559
Sholayar,sholayar ,228,0,0,0,tt,1,76.9023276808,10.3414713563
Sholayar,sholayar ,229,0,0,0,tt,1,76.9021765244,10.3416405587
Sholayar,sholayar ,230,0,0,0,tt,1,76.9020349939,10.3418164525
Sholayar,sholayar ,231,0,0,0,tt,1,76.9018343368,10.3417994327
Sholayar,sholayar ,232,0,0,0,tt,1,76.9016605065,10.3416536342
Sholayar,sholayar ,233,0,0,0,tt,1,76.9014734386,10.3415244913
Sholayar,sholayar ,234,0,0,0,tt,1,76.9012858857,10.3413981272
Sholayar,sholayar ,235,0,0,0,tt,1,76.9010801282,10.341301101
Sholayar,sholayar ,236,0,0,0,tt,1,76.9008604455,10.3412459153
Sholayar,sholayar ,237,0,0,0,tt,1,76.9006331977,10.3412634832
Sholayar,sholayar ,238,0,0,0,tt,1,76.9004126841,10.3412164587
Sholayar,sholayar ,239,0,0,0,tt,1,76.9002013222,10.3411319372
Sholayar,sholayar ,240,0,0,0,tt,1,76.8999788983,10.341147588
Sholayar,sholayar ,241,0,0,0,tt,1,76.8997722776,10.3412430629
Sholayar,sholayar ,242,0,0,0,tt,1,76.8995641833,10.3413358538
Sholayar,sholayar ,243,0,0,0,tt,1,76.8993529145,10.3414182297
Sholayar,sholayar ,244,0,0,0,tt,1,76.8991485474,10.3413445227
Sholayar,sholayar ,245,1,1,0,tt,1,76.8989990695,10.3411746149
Sholayar,sholayar ,246,1,2,1,tt,1,76.8987913,10.3411128722
Sholayar,sholayar ,247,0,0,0,tt,1,76.8985659914,10.3411413101
Sholayar,sholayar ,248,0,0,0,tt,1,76.8983435991,10.3410963085
Sholayar,sholayar ,249,0,0,0,tt,1,76.8981243321,10.3410338359
Sholayar,sholayar ,250,0,0,0,tt,1,76.8979168336,10.3409416728
Sholayar,sholayar ,251,0,0,0,tt,1,76.897731649,10.3408104007
Sholayar,sholayar ,252,0,0,0,tt,1,76.8975994874,10.3406292166
Sholayar,sholayar ,253,0,0,0,tt,1,76.8974969746,10.3404273263
Sholayar,sholayar ,254,0,0,0,tt,1,76.8973952643,10.3402251957
Sholayar,sholayar ,255,0,0,0,tt,1,76.8972765102,10.3400326458
Sholayar,sholayar ,256,1,2,1,tt,1,76.8971444057,10.3398547905
Sholayar,sholayar ,257,0,0,0,tt,1,76.8969938893,10.3396867731
Sholayar,sholayar ,258,0,0,0,tt,1,76.8968750826,10.3394939353
Sholayar,sholayar ,259,0,0,0,tt,1,76.8967637638,10.3392969536
Sholayar,sholayar ,260,1,1,1,tt,1,76.8966485609,10.3391027642
Sholayar,sholayar ,261,1,2,1,tt,1,76.8965299959,10.3389121576
Sholayar,sholayar ,262,1,2,1,tt,1,76.8963804015,10.338742341
Sholayar,sholayar ,263,1,1,1,tt,1,76.8962629983,10.3385500543
Sholayar,sholayar ,264,0,0,0,tt,1,76.896123608,10.3383711596
Sholayar,sholayar ,265,1,1,0,tt,1,76.8959913055,10.3381873675
Sholayar,sholayar ,266,1,1,0,tt,1,76.8959046795,10.3379802979
Sholayar,sholayar ,267,0,0,0,tt,1,76.8959121635,10.3377552375
Sholayar,sholayar ,268,1,1,0,tt,1,76.8959638311,10.3375366198
Sholayar,sholayar ,269,1,1,0,tt,1,76.8960904324,10.3373502494
Sholayar,sholayar ,270,1,1,0,tt,1,76.8961346106,10.3371430034
Sholayar,sholayar ,271,0,0,0,tt,1,76.8959910135,10.3369793774
Sholayar,sholayar ,272,1,1,0,tt,1,76.8957733762,10.33691156
Sholayar,sholayar ,273,1,1,1,tt,1,76.89557622,10.3368045278
Sholayar,sholayar ,274,1,1,1,tt,1,76.895428481,10.3366332198
Sholayar,sholayar ,275,1,1,1,tt,1,76.895314541,10.33643747
Sholayar,sholayar ,276,0,0,0,tt,1,76.8952491304,10.3362234871
Sholayar,sholayar ,277,1,1,0,tt,1,76.8953154053,10.3360081178
Sholayar,sholayar ,278,1,2,1,tt,1,76.8954387604,10.3358200245
Sholayar,sholayar ,279,1,1,0,tt,1,76.8956247859,10.3357072534
Sholayar,sholayar ,280,1,2,1,tt,1,76.8955677551,10.3355157346
Sholayar,sholayar ,281,1,2,1,tt,1,76.8955867597,10.3352907897
Sholayar,sholayar ,282,0,0,0,tt,1,76.8955951934,10.3350651169
Sholayar,sholayar ,283,1,2,1,tt,1,76.8955787626,10.334839838
Sholayar,sholayar ,284,1,2,1,tt,1,76.8955500417,10.3346167276
Sholayar,sholayar ,285,1,2,1,tt,1,76.8954935028,10.3343991283
Sholayar,sholayar ,286,1,2,1,tt,1,76.8954775182,10.334173818
Sholayar,sholayar ,287,1,2,1,tt,1,76.8954667945,10.3339481791
Sholayar,sholayar ,288,1,2,1,tt,1,76.8954358675,10.3337250983
Sholayar,sholayar ,289,1,2,1,tt,1,76.8954168717,10.3334999549
Sholayar,sholayar ,290,1,1,0,tt,1,76.8954079952,10.3332750703
Sholayar,sholayar ,291,0,0,0,tt,1,76.8953892364,10.3330499256
Sholayar,sholayar ,292,0,0,0,tt,1,76.8953755943,10.3328244641
Sholayar,sholayar ,293,0,0,0,tt,1,76.8953129794,10.3326100866
Sholayar,sholayar ,294,0,0,0,tt,1,76.8952100838,10.3324086907
Sholayar,sholayar ,295,0,0,0,tt,1,76.8951299465,10.3321989997
Sholayar,sholayar ,296,0,0,0,tt,1,76.8950240584,10.3319428805
Sholayar,sholayar ,297,0,0,0,tt,1,76.8949694137,10.3317241227
Sholayar,sholayar ,298,0,0,0,tt,1,76.8949853194,10.331503431
Sholayar,sholayar ,299,0,0,0,tt,1,76.895053236,10.3312916079
Sholayar,sholayar ,300,0,0,0,tt,1,76.895016333,10.3310693042
Sholayar,sholayar ,301,0,0,0,tt,1,76.8949437613,10.3308558112
Sholayar,sholayar ,302,0,0,0,tt,1,76.8949974998,10.330643664
Sholayar,sholayar ,303,0,0,0,tt,1,76.8950492929,10.3304253467
Sholayar,sholayar ,304,0,0,0,tt,1,76.8951083849,10.3302070742
Sholayar,sholayar ,305,0,0,0,tt,1,76.8951878668,10.3299959149
Sholayar,sholayar ,306,0,0,0,tt,1,76.8953243804,10.3298156437
Sholayar,sholayar ,307,0,0,0,tt,1,76.8954369626,10.3296199263
Sholayar,sholayar ,308,0,0,0,tt,1,76.895479018,10.3293984522
Sholayar,sholayar ,309,0,0,0,tt,1,76.8954808732,10.3291726192
Sholayar,sholayar ,310,0,0,0,tt,1,76.8954690781,10.3289469428
Sholayar,sholayar ,311,0,0,0,tt,1,76.8954407894,10.3287227682
Sholayar,sholayar ,312,0,0,0,tt,1,76.8954164662,10.3284980725
Sholayar,sholayar ,313,0,0,0,tt,1,76.8953759193,10.3282760641
Sholayar,sholayar ,314,0,0,0,tt,1,76.8953004371,10.3280632934
Sholayar,sholayar ,315,0,0,0,tt,1,76.8952212317,10.3278521731
Sholayar,sholayar ,316,0,0,0,tt,1,76.8952026419,10.3276278267
Sholayar,sholayar ,317,0,0,0,tt,1,76.8952078857,10.3274019977
Sholayar,sholayar ,318,0,0,0,tt,1,76.8952136564,10.3271771532
Sholayar,sholayar ,319,0,0,0,tt,1,76.8952537505,10.3269549742
Sholayar,sholayar ,320,0,0,0,tt,1,76.8953283928,10.3267414865
Sholayar,sholayar ,321,1,1,0,tt,1,76.8954546534,10.3265942521
Sholayar,sholayar ,322,0,0,0,tt,1,76.8956371537,10.326724825
Sholayar,sholayar ,323,0,0,0,tt,1,76.8958288696,10.3268472171
Sholayar,sholayar ,324,0,0,0,tt,1,76.8960247883,10.32696222
Sholayar,sholayar ,325,0,0,0,tt,1,76.8962470423,10.3269857152
Sholayar,sholayar ,326,0,0,0,tt,1,76.896446177,10.3268870167
Sholayar,sholayar ,327,0,0,0,tt,1,76.8966254344,10.3267471689
Sholayar,sholayar ,328,0,0,0,tt,1,76.8967951313,10.3265963746
Sholayar,sholayar ,329,0,0,0,tt,1,76.8968487283,10.3263869693
Sholayar,sholayar ,330,0,0,0,tt,1,76.8968113534,10.3261644123
Sholayar,sholayar ,331,0,0,0,tt,1,76.8967504835,10.3259466293
Sholayar,sholayar ,332,0,0,0,tt,1,76.8967277453,10.3257226304
Sholayar,sholayar ,333,0,0,0,tt,1,76.8967571286,10.3254992604
Sholayar,sholayar ,334,0,0,0,tt,1,76.8968194267,10.3252824745
Sholayar,sholayar ,335,0,0,0,tt,1,76.8969001826,10.3250712094
Sholayar,sholayar ,336,0,0,0,tt,1,76.89696763,10.3248560891
Sholayar,sholayar ,337,0,0,0,tt,1,76.897083614,10.3246629718
Sholayar,sholayar ,338,0,0,0,tt,1,76.8971628702,10.3244521004
Sholayar,sholayar ,339,0,0,0,tt,1,76.8973032055,10.3242740224
Sholayar,sholayar ,340,0,0,0,tt,1,76.8974302086,10.3240862799
Sholayar,sholayar ,341,0,0,0,tt,1,76.8975240365,10.3238836582
Sholayar,sholayar ,342,0,0,0,tt,1,76.897515302,10.3236581886
Sholayar,sholayar ,343,0,0,0,tt,1,76.8975815125,10.3234544654
Sholayar,sholayar ,344,0,0,0,tt,1,76.8976729372,10.3232618544
Sholayar,sholayar ,345,0,0,0,tt,1,76.897773172,10.3230793135
Sholayar,sholayar ,346,0,0,0,tt,1,76.8979748247,10.3229779255
Sholayar,sholayar ,347,0,0,0,tt,1,76.8981792809,10.322886795
Sholayar,sholayar ,348,0,0,0,tt,1,76.8983302629,10.3227174336
Sholayar,sholayar ,349,0,0,0,tt,1,76.8984830434,10.322549648
Sholayar,sholayar ,350,0,0,0,tt,1,76.8986486528,10.3223958479
Sholayar,sholayar ,351,0,0,0,tt,1,76.8987142679,10.3221852369
Sholayar,sholayar ,352,0,0,0,tt,1,76.8986754544,10.3219678957
Sholayar,sholayar ,353,0,0,0,tt,1,76.8985294633,10.3217955181
Sholayar,sholayar ,354,0,0,0,tt,1,76.8984457835,10.3215864292
Sholayar,sholayar ,355,0,0,0,tt,1,76.8984273149,10.3213622791
Sholayar,sholayar ,356,0,0,0,tt,1,76.8984033794,10.3211381183
Sholayar,sholayar ,357,0,0,0,tt,1,76.8983645316,10.3209155516
Sholayar,sholayar ,358,0,0,0,tt,1,76.898303373,10.3206982416
Sholayar,sholayar ,359,0,0,0,tt,1,76.8981948737,10.3205018455
Sholayar,sholayar ,360,0,0,0,tt,1,76.898062577,10.3203188484
Sholayar,sholayar ,361,0,0,0,tt,1,76.8980093734,10.3201020363
Sholayar,sholayar ,362,1,1,0,tm,2,76.8979470993,10.3198879553
Sholayar,sholayar ,363,1,1,0,tm,2,76.8977967676,10.3197183234
Sholayar,sholayar ,364,1,1,0,tm,2,76.8976593255,10.3195387723
Sholayar,sholayar ,365,1,1,0,tm,2,76.897533075,10.3193505451
Sholayar,sholayar ,366,1,1,0,tm,2,76.8973920358,10.319173453
Sholayar,sholayar ,367,1,1,0,tm,2,76.8972612201,10.3189895802
Sholayar,sholayar ,368,1,1,0,tm,2,76.8971447204,10.3187958437
Sholayar,sholayar ,369,0,0,0,tm,2,76.8970279819,10.3186023791
Sholayar,sholayar ,370,0,0,0,tm,2,76.896835642,10.3184833918
Sholayar,sholayar ,371,0,0,0,tm,2,76.8966687328,10.3183344402
Sholayar,sholayar ,372,0,0,0,tm,2,76.8965698,10.3181316173
Sholayar,sholayar ,373,0,0,0,tm,2,76.8964915589,10.3179199468
Sholayar,sholayar ,374,0,0,0,tm,2,76.8963745981,10.3177260007
Sholayar,sholayar ,375,0,0,0,tm,2,76.8962754742,10.3175239112
Sholayar,sholayar ,376,0,0,0,tm,2,76.8962833856,10.3174814388
Sholayar,sholayar ,377,0,0,0,tm,2,76.896249977,10.317447654
Sholayar,sholayar ,378,0,0,0,tm,2,76.8961730829,10.3173172454
Sholayar,sholayar ,379,0,0,0,tm,2,76.8959910496,10.3171873405
Sholayar,sholayar ,380,0,0,0,tm,2,76.895789139,10.3170884469
Sholayar,sholayar ,381,0,0,0,tm,2,76.8956685401,10.3168999457
Sholayar,sholayar ,382,0,0,0,tm,2,76.8955746364,10.3166940264
Sholayar,sholayar ,383,0,0,0,tm,2,76.8954267047,10.3165268573
Sholayar,sholayar ,384,0,0,0,tm,2,76.8952091737,10.3164710154
Sholayar,sholayar ,385,0,0,0,tm,2,76.89498358,10.3164843038
Sholayar,sholayar ,386,0,0,0,tm,2,76.894761121,10.3165338863
Sholayar,sholayar ,387,0,0,0,tm,2,76.8945349116,10.3165601429
Sholayar,sholayar ,388,0,0,0,tm,2,76.8943157308,10.3165055552
Sholayar,sholayar ,389,0,0,0,tm,2,76.8941055084,10.3164183022
Sholayar,sholayar ,390,0,0,0,tm,2,76.8939314534,10.3162778871
Sholayar,sholayar ,391,0,0,0,tm,2,76.8938534466,10.3160676103
Sholayar,sholayar ,392,0,0,0,tm,2,76.8937660048,10.3158599199
Sholayar,sholayar ,393,0,0,0,tm,2,76.8936970073,10.3156617139
Sholayar,sholayar ,394,0,0,0,tm,2,76.8936350737,10.3154653669
Sholayar,sholayar ,395,0,0,0,tm,2,76.893554771,10.3152545638
Sholayar,sholayar ,396,0,0,0,tm,2,76.8934255032,10.3150693931
Sholayar,sholayar ,397,0,0,0,tm,2,76.8933006658,10.3148806216
Sholayar,sholayar ,398,0,0,0,tm,2,76.8932071778,10.3146745886
Sholayar,sholayar ,399,0,0,0,tm,2,76.8931297938,10.3144620858
Sholayar,sholayar ,400,0,0,0,tm,2,76.8930663643,10.3142450095
Sholayar,sholayar ,401,0,0,0,tm,2,76.8929915681,10.3140316783
Sholayar,sholayar ,402,0,0,0,tm,2,76.8928678536,10.3138444421
Sholayar,sholayar ,403,0,0,0,tm,2,76.8926786748,10.3137397519
Sholayar,sholayar ,404,0,0,0,tm,2,76.8924623781,10.3138026674
Sholayar,sholayar ,405,0,0,0,tm,2,76.8922572354,10.313901608
Sholayar,sholayar ,406,0,0,0,tm,2,76.8920500028,10.3139943903
Sholayar,sholayar ,407,0,0,0,tm,2,76.8918274434,10.3140308244
Sholayar,sholayar ,408,0,0,0,tm,2,76.8916314654,10.3139360327
Sholayar,sholayar ,409,0,0,0,tm,2,76.8915990103,10.3137137836
Sholayar,sholayar ,410,0,0,0,tm,2,76.8916134956,10.313488351
Sholayar,sholayar ,411,0,0,0,tm,2,76.8915989689,10.3132636279
Sholayar,sholayar ,412,0,0,0,tm,2,76.8914700354,10.3130972291
Sholayar,sholayar ,413,0,0,0,tm,2,76.8912454677,10.3130656576
Sholayar,sholayar ,414,0,0,0,tm,2,76.8910188489,10.3130902448
Sholayar,sholayar ,415,0,0,0,tm,2,76.8908097567,10.3131777646
Sholayar,sholayar ,416,0,0,0,tm,2,76.8905917993,10.3132359079
Sholayar,sholayar ,417,0,0,0,tm,2,76.890364663,10.3132145083
Sholayar,sholayar ,418,0,0,0,tm,2,76.8901381869,10.3131868633
Sholayar,sholayar ,419,0,0,0,tm,2,76.8899136716,10.3131477424
Sholayar,sholayar ,420,0,0,0,tm,2,76.8896913132,10.3130990804
Sholayar,sholayar ,421,0,0,0,tm,2,76.8894693833,10.3130478294
Sholayar,sholayar ,422,0,0,0,tm,2,76.8892459343,10.3130022972
Sholayar,sholayar ,423,0,0,0,tm,2,76.8890219372,10.3129593916
Sholayar,sholayar ,424,0,0,0,tm,2,76.8888001082,10.3129064563
Sholayar,sholayar ,425,0,0,0,tm,2,76.8885768346,10.3128598626
Sholayar,sholayar ,426,0,0,0,tm,2,76.8883525072,10.3128196002
Sholayar,sholayar ,427,0,0,0,tm,2,76.8881305392,10.3127675454
Sholayar,sholayar ,428,0,0,0,tm,2,76.8879068641,10.3127228031
Sholayar,sholayar ,429,0,0,0,tm,2,76.887684696,10.3126723828
Sholayar,sholayar ,430,0,0,0,tm,2,76.8874628601,10.3126243475
Sholayar,sholayar ,431,0,0,0,tm,2,76.8872824644,10.3125014376
Sholayar,sholayar ,432,0,0,0,tm,2,76.8872716644,10.3122861476
Sholayar,sholayar ,433,0,0,0,tm,2,76.8873988294,10.3121000944
