"Year","verbatimLocality","Fragment","Point","0-1m","1-2m","2-4m","4-8m","8-16m","16-24m","24-32m","over32m","VertStrata","CanopyHeight","CanopyOpenness","CanopyCover","CanopyOverlap","UC","MC","CC","Altitude","RfShrub","Coffee","Maesopsis","Strobilanthes","TotalShrub","Liana","Cane","Lantana","Bamboo","LeafLitter","CutTrees"
2000,"Karian Shola","Karian Shola",17,0,0,1,1,1,1,1,0,5,23,2,98.00,"NA","NA","NA","NA",835,"NA","NA","NA","NA",20,"Absent","Absent","NA","Absent",7,0
2000,"Karian Shola","Karian Shola",18,0,1,1,1,0,0,1,0,4,24,1,99.00,"NA","NA","NA","NA",840,"NA","NA","NA","NA",26,"Present","Absent","NA","Absent",4,0
2000,"Karian Shola","Karian Shola",19,0,0,1,1,1,1,1,0,5,30,1,99.00,"NA","NA","NA","NA",835,"NA","NA","NA","NA",5,"Present","Absent","NA","Absent",3,0
2000,"Karian Shola","Karian Shola",20,1,0,1,0,1,1,1,0,5,28,2,98.00,"NA","NA","NA","NA",840,"NA","NA","NA","NA",10,"Absent","Absent","NA","Absent",5,0
2000,"Karian Shola","Karian Shola",21,1,1,1,1,1,1,1,0,7,26,2.5,97.50,"NA","NA","NA","NA",840,"NA","NA","NA","NA",36,"Absent","Absent","NA","Absent",2,0
2000,"Karian Shola","Karian Shola",22,0,0,1,0,1,1,0,0,3,20,1.5,98.50,"NA","NA","NA","NA",840,"NA","NA","NA","NA",15,"Present","Absent","NA","Absent",4,0
2000,"Karian Shola","Karian Shola",23,1,1,1,0,0,0,1,1,5,34,1,99.00,"NA","NA","NA","NA",850,"NA","NA","NA","NA",23,"Absent","Absent","NA","Absent",5,0
2000,"Karian Shola","Karian Shola",24,0,0,1,1,1,1,1,0,5,28,2.5,97.50,"NA","NA","NA","NA",845,"NA","NA","NA","NA",11,"Absent","Absent","NA","Absent",3.5,0
2000,"Karian Shola","Karian Shola",25,0,0,0,0,1,1,1,0,3,30,3,97.00,"NA","NA","NA","NA",850,"NA","NA","NA","NA",15,"Absent","Absent","NA","Absent",5,0
2005,"Puduthottam","Puthuthottam",1,1,1,1,1,1,1,0,0,6,20,0,100.00,1,1,4,1,1080,21,5,9,0,35,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",2,1,1,1,0,1,1,1,0,6,40,0,100.00,3,1,4,4,1075,11,7,3,0,21,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",3,1,1,1,1,1,1,1,1,8,45,0,100.00,1,4,4,4,1080,22,11,1,0,34,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",4,1,1,1,1,0,1,0,1,6,40,1,99.00,3,1,4,2,1060,15,0,0,0,15,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",5,1,0,1,1,1,1,1,0,6,30,0,100.00,3,1,3,4,1065,22,0,1,0,23,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",6,1,1,0,1,1,1,0,0,5,18,0,100.00,3,1,4,2,1065,26,0,1,0,27,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",7,1,1,1,0,1,1,1,1,7,35,0,100.00,1,3,4,2,1080,34,3,1,0,38,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",8,1,0,0,0,1,1,0,0,3,17,0,100.00,3,1,4,4,1080,7,7,2,0,16,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",9,1,1,0,1,1,0,0,0,4,11.5,0,100.00,1,1,4,1,1100,15,10,0,0,25,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",10,1,0,0,1,1,0,0,0,3,35,0,100.00,1,1,4,1,1080,20,0,0,0,20,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",11,1,1,1,0,0,1,1,0,5,25,3.5,96.50,2,4,1,2,1160,29,3,2,0,34,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",12,1,0,1,1,0,1,0,0,4,20,0,100.00,2,2,4,2,1160,8,1,0,0,9,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",13,1,1,0,1,1,0,0,0,4,10,1,99.00,1,4,4,2,1140,38,0,1,0,39,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",14,1,1,1,1,0,0,0,0,4,7,9,91.00,1,4,3,1,1150,7,18,0,0,25,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",15,1,1,1,1,1,0,0,0,5,36,0,100.00,2,4,4,2,1150,27,4,0,0,31,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",16,1,1,1,0,0,1,0,0,4,22,0,100.00,3,4,1,4,1150,2,51,1,0,54,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",17,1,1,1,1,1,0,0,0,5,22,0,100.00,4,4,2,4,1140,17,31,0,0,48,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",18,1,1,0,0,0,0,1,0,3,25,1.5,98.50,2,3,1,1,1140,22,2,0,0,24,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",19,1,1,1,1,0,0,0,0,4,27,0,100.00,2,4,4,2,1160,18,4,1,0,23,0,0,1,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",20,1,1,0,1,0,0,1,0,4,32,2,98.00,2,3,3,1,1160,19,2,0,0,21,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",21,1,1,0,1,0,0,1,0,4,30,0,100.00,2,1,4,1,1150,7,0,0,0,7,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",22,1,1,0,1,1,1,1,1,7,35,0,100.00,2,2,4,3,1180,19,3,0,0,22,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",23,1,1,1,1,1,1,0,0,6,22,0,100.00,2,3,4,2,1160,18,2,1,0,21,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",24,1,0,0,1,1,0,0,0,3,10,0,100.00,1,2,4,1,1120,11,2,0,0,13,0,0,0,"NA","NA","NA"
2005,"Puduthottam","Puthuthottam",25,1,1,0,1,1,0,0,0,4,12,1.5,98.50,1,2,3,1,1120,7,0,8,0,15,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",1,1,1,1,1,1,1,0,0,6,20,1.5,98.50,1,1,2,1,1215,41,0,0,0,41,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",2,1,1,1,0,1,1,1,0,6,25,0,100.00,4,1,1,4,1215,40,0,0,0,40,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",3,1,1,0,1,1,1,1,1,7,37,0,100.00,4,2,2,4,1215,25,0,0,0,25,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",4,1,1,0,1,1,0,1,0,5,35,0.25,99.75,2,3,1,3,1215,30,0,0,0,30,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",5,1,1,1,0,0,0,0,1,4,48,0,100.00,4,1,1,4,1220,21,0,0,0,21,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",6,1,1,1,1,1,1,1,0,7,"NA",0,100.00,3,4,4,4,1220,14,0,0,0,14,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",7,1,0,0,1,1,0,1,0,4,26,0,100.00,3,1,4,4,1220,0,0,0,0,0,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",8,1,1,1,0,1,1,0,0,5,23,0,100.00,4,4,3,4,1220,15,0,0,0,15,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",9,1,1,0,1,1,1,0,0,5,25,0,100.00,3,1,3,3,1225,13,0,0,0,13,1,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",10,1,1,1,1,1,1,1,0,7,30,0,100.00,3,2,4,4,1220,14,0,0,0,14,1,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",11,1,1,1,1,1,1,1,0,7,30,0,100.00,3,4,4,3,1215,17,0,0,0,17,1,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",12,1,1,1,1,0,0,0,0,4,"NA",0,100.00,1,4,3,1,1220,11,0,0,0,11,1,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",13,1,1,1,1,1,1,1,1,8,35,0,100.00,4,3,4,3,1220,10,0,0,15,25,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",14,1,1,1,1,1,1,1,1,8,35,0,100.00,4,3,4,4,1280,10,0,0,0,10,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",15,1,1,1,1,0,1,0,0,5,21,0,100.00,3,4,3,4,1300,13,0,0,0,13,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",16,1,1,1,1,0,1,1,0,6,25,0,100.00,2,4,2,3,1310,22,0,0,0,22,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",17,1,1,1,1,1,1,0,0,6,24,0,100.00,4,3,4,4,1300,20,0,0,0,20,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",18,1,1,1,1,1,1,0,0,6,21,0,100.00,3,4,4,4,1280,16,0,0,0,16,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",19,1,0,0,1,1,1,1,0,5,"NA",0,100.00,3,2,4,4,1360,9,0,0,0,9,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",20,1,0,1,1,1,1,0,0,5,18,0,100.00,3,3,4,3,1350,4,0,0,10,14,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",21,1,1,0,1,1,1,0,0,5,22,0,100.00,3,2,4,4,1315,9,0,0,0,9,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",22,1,1,0,0,1,1,1,0,5,25,0,100.00,3,3,2,4,1300,19,0,0,9,28,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",23,1,1,1,0,1,1,1,0,6,27,0,100.00,4,3,3,4,1240,19,0,0,0,19,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",24,1,1,1,1,1,1,1,0,7,30,0,100.00,3,3,4,4,1270,21,0,0,0,21,1,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",25,1,1,1,1,0,1,1,0,6,28,0,100.00,3,2,4,3,1220,16,0,0,0,16,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",26,1,1,0,1,1,1,1,1,7,35,0,100.00,4,4,3,4,1220,19,0,0,0,19,0,1,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",27,1,1,1,0,1,1,0,0,5,22,0,100.00,3,4,2,4,1250,45,0,0,0,45,0,0,0,"NA","NA","NA"
2005,"36th Hairpin Bend","Iyerpadi Akkamalai",28,1,1,0,0,0,1,0,0,3,20,0,100.00,4,4,0,4,1240,26,0,0,0,26,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",1,1,1,1,0,1,1,0,0,5,22,0,100.00,3,3,2,4,1470,24,0,0,2,26,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",2,1,1,1,1,1,0,0,0,5,9,0,100.00,1,2,4,1,1440,11,0,0,3,14,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",3,1,1,1,1,1,0,0,0,5,15,1,99.00,2,3,4,2,1440,23,0,0,30,53,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",4,1,1,1,1,1,1,0,0,6,18,0,100.00,4,3,3,4,1460,17,0,0,3,20,1,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",5,1,0,0,1,0,1,1,0,4,26,0,100.00,4,1,4,4,1480,3,0,0,2,5,0,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",6,1,1,1,1,1,0,0,0,5,15,0,100.00,4,3,4,4,1520,24,0,0,6,30,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",7,1,1,1,1,1,0,0,0,5,15,0,100.00,4,4,3,4,1510,14,0,0,13,27,0,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",8,1,1,0,0,1,0,0,0,3,14,0,100.00,2,2,2,2,1500,16,0,0,5,21,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",9,1,1,0,1,1,0,0,0,4,9,0.25,99.75,2,3,3,1,1600,6,0,0,22,28,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",10,1,1,1,1,1,0,0,0,5,15,0,100.00,4,3,4,4,1600,12,0,0,14,26,0,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",11,1,1,1,0,1,1,0,0,5,17,0,100.00,3,3,3,4,1600,17,0,0,8,25,0,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",12,1,1,1,1,1,0,0,0,5,15,0,100.00,3,3,4,4,1590,11,0,0,2,13,0,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",13,1,1,1,1,1,0,0,0,5,15,0,100.00,3,3,3,4,1600,22,0,0,1,23,1,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",14,1,1,1,1,1,1,0,0,6,20,0,100.00,2,3,4,4,1600,17,0,0,15,32,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",15,1,1,1,1,1,0,0,0,5,11,0,100.00,3,2,4,4,1600,0,0,0,14,14,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",16,1,1,1,1,1,0,0,0,5,15,0,100.00,3,2,3,3,1580,2,0,0,19,21,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",17,1,1,1,0,1,1,0,0,5,18,0,100.00,3,4,2,4,1540,5,0,0,25,30,1,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",18,1,1,1,0,1,0,0,0,4,14,0,100.00,3,4,4,3,1550,13,0,0,17,30,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",19,1,1,1,1,1,0,0,0,5,13,0,100.00,2,4,3,4,1520,4,0,0,28,32,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",20,1,1,0,1,1,0,0,0,4,16,0,100.00,3,1,3,4,1620,20,0,0,0,20,0,1,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",21,1,0,0,1,1,0,0,0,3,10,0,100.00,1,1,4,1,1620,3,0,0,1,4,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",22,1,0,0,1,1,0,0,0,3,10,0,100.00,1,1,4,1,1600,2,0,0,0,2,0,0,0,"NA","NA","NA"
2005,"Akkamalai","Iyerpadi Akkamalai",23,1,1,0,0,1,0,0,0,3,16,0.5,99.50,3,4,1,3,1570,25,0,0,10,35,0,1,0,"NA","NA","NA"
2005,"Injipara","Injipara",1,1,1,0,1,1,0,0,0,4,13,1,99.00,3,2,4,3,1000,7,0,0,0,7,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",2,1,1,0,1,1,0,0,0,4,14,0,100.00,2,1,2,2,1000,13,0,0,0,13,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",3,1,1,0,0,1,0,0,0,3,16,0,100.00,3,3,1,4,990,23,0,0,0,23,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",4,1,1,1,1,1,0,0,0,5,13,0,100.00,2,2,4,3,970,27,0,0,0,27,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",5,1,1,1,0,1,0,0,0,4,16,0,100.00,2,3,1,2,970,18,0,0,0,18,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",6,1,1,1,1,1,0,0,0,5,15,0,100.00,2,4,4,3,970,20,0,0,0,20,0,0,1,"NA","NA","NA"
2005,"Injipara","Injipara",7,1,0,1,0,1,0,0,0,3,15.5,0,100.00,3,3,1,4,"NA",12,0,0,0,12,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",8,1,1,1,1,1,0,0,0,5,15,0,100.00,2,4,4,3,970,18,0,0,0,18,1,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",9,1,1,1,0,1,0,0,0,4,13,0,100.00,1,4,3,1,970,20,0,0,0,20,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",10,1,1,1,1,1,1,0,0,6,20,0,100.00,3,4,1,4,970,30,0,0,0,30,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",11,1,1,0,0,1,1,1,0,5,27,"NA","NA",2,3,4,3,980,10,0,0,0,10,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",12,1,0,0,0,0,1,1,0,3,27,9.25,90.75,3,0,0,3,1020,0,0,0,0,0,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",13,1,0,1,0,1,0,0,0,3,14,0,100.00,4,1,1,4,1010,5,0,0,0,5,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",14,1,1,0,1,1,1,0,0,5,20,0,100.00,3,2,4,4,1000,14,2,0,0,16,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",15,1,0,1,1,1,0,0,0,4,14,1.5,98.50,2,1,3,0,1000,4,0,0,0,4,0,0,1,"NA","NA","NA"
2005,"Injipara","Injipara",16,0,1,0,1,0,0,0,0,2,7,0,100.00,4,1,4,0,1000,4,0,0,0,4,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",17,1,0,0,0,1,1,0,0,3,17,0,100.00,2,0,0,2,1000,1,0,0,0,1,0,0,1,"NA","NA","NA"
2005,"Injipara","Injipara",18,0,0,0,0,1,1,1,0,3,30,3.25,96.75,2,0,0,3,1000,0,0,0,0,0,0,0,1,"NA","NA","NA"
2005,"Injipara","Injipara",19,1,0,0,0,0,0,0,1,2,37,2,98.00,2,0,0,3,1000,5,0,0,0,5,0,0,1,"NA","NA","NA"
2005,"Injipara","Injipara",20,1,1,1,1,1,0,0,0,5,11,0,100.00,1,3,4,1,1000,15,0,0,0,15,0,0,1,"NA","NA","NA"
2005,"Injipara","Injipara",21,1,0,0,1,0,0,0,0,2,7,0,100.00,1,2,4,1,1000,10,0,0,0,10,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",22,1,1,1,0,1,1,1,0,6,25,0,100.00,4,4,1,4,1000,12,0,15,0,27,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",23,1,1,1,1,1,1,1,1,8,35,0,100.00,2,3,4,4,1000,10,0,0,0,10,0,0,0,"NA","NA","NA"
2005,"Injipara","Injipara",24,1,1,1,0,1,0,0,0,4,12,0,100.00,1,4,3,1,1000,16,2,0,0,18,0,0,1,"NA","NA","NA"
2005,"Pannimade","Pannimade",1,1,0,1,1,1,1,1,0,6,"NA",0,100.00,3,2,4,4,1060,5,0,0,0,5,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",2,1,1,1,1,1,1,1,1,8,33,0,100.00,3,3,4,4,1020,13,0,0,0,13,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",3,1,1,1,1,0,0,0,1,5,47,0,100.00,3,3,3,3,1010,9,0,0,0,9,5,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",4,1,1,1,1,1,1,1,0,7,27,0,100.00,1,1,4,4,1010,5,0,0,0,5,1,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",5,1,1,0,1,1,0,0,0,4,30,0.25,99.75,1,1,3,2,1005,2,0,0,0,2,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",6,1,0,1,0,0,0,0,1,3,35,0,100.00,1,0,2,2,1000,0,0,0,0,0,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",7,1,0,0,0,1,1,0,0,3,25,0,100.00,3,1,1,4,990,5,0,0,0,5,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",8,1,1,1,1,1,1,0,0,6,19,0,100.00,2,1,4,4,990,3,0,0,0,3,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",9,1,1,1,1,1,1,1,1,8,33,0,100.00,2,3,4,4,980,8,0,0,0,8,1,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",10,1,1,1,1,1,0,0,0,5,19,0.25,99.75,1,4,3,1,1000,18,0,0,0,18,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",11,1,1,1,1,0,1,1,0,6,30,0,100.00,3,3,2,4,1030,22,0,0,0,22,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",12,0,1,0,1,1,0,0,0,3,14,0,100.00,1,1,4,1,1000,4,0,0,0,4,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",13,1,1,1,1,1,1,0,0,6,18,0,100.00,3,3,4,3,1020,19,0,0,0,19,1,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",14,1,1,1,1,1,1,1,1,8,35,0,100.00,2,1,3,4,1050,8,0,0,0,8,3,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",15,1,1,1,1,1,1,1,0,7,28,0,100.00,3,2,3,4,1040,10,0,0,0,10,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",16,1,1,1,1,0,1,1,1,7,35,0,100.00,2,4,3,3,1035,9,0,0,0,9,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",17,1,1,1,1,1,0,0,0,5,15,0,100.00,3,1,4,3,1010,11,0,0,0,11,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",18,1,0,1,1,1,1,1,0,6,30,0,100.00,3,1,4,4,1000,11,0,0,0,11,1,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",19,1,1,1,1,1,1,1,0,7,27,0,100.00,3,3,4,4,1000,7,0,0,2,9,1,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",20,1,1,0,1,0,1,1,0,5,30,0,100.00,3,4,2,3,1000,10,0,0,0,10,2,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",21,1,0,1,1,1,0,0,0,4,25,0,100.00,2,1,4,3,1130,10,0,0,0,10,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",22,1,1,1,1,1,1,0,0,6,20,0,100.00,2,4,4,4,1120,14,0,0,0,14,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",23,1,1,1,1,1,1,0,0,6,18,0,100.00,2,2,4,2,1100,12,0,0,0,12,0,1,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",24,1,1,1,1,1,1,1,0,7,26,0,100.00,3,1,4,3,1100,7,0,0,0,7,0,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",25,1,1,1,1,1,0,0,0,5,15,0,100.00,3,2,4,3,1110,11,0,0,0,11,1,0,0,"NA","NA","NA"
2005,"Pannimade","Pannimade",26,0,0,1,1,0,0,0,0,2,8,2,98.00,1,1,2,1,1100,2,0,0,0,2,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",1,1,0,0,1,1,1,1,0,5,32,0,100.00,1,2,4,4,890,3,1,0,0,4,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",2,1,0,0,1,1,0,1,1,5,"NA",0,100.00,2,0,4,2,900,0,0,0,0,0,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",3,1,0,1,0,1,1,1,1,6,32,0,100.00,4,3,4,4,860,8,0,0,0,8,0,1,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",4,1,1,0,1,0,1,1,0,5,26,0.25,99.75,3,2,2,4,870,9,0,0,0,9,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",5,1,1,0,0,1,1,1,1,6,40,0,100.00,3,2,4,4,850,5,0,0,0,5,1,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",6,1,1,1,0,1,0,0,0,4,18,0,100.00,1,2,4,1,850,11,0,0,0,11,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",7,1,1,1,1,0,1,0,0,5,22,0,100.00,2,2,3,3,850,14,0,0,0,14,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",8,1,1,0,0,1,1,1,0,5,30,0,100.00,3,3,4,4,850,9,0,0,0,9,0,1,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",9,1,1,1,1,1,1,0,0,6,22,0,100.00,3,4,4,3,840,17,0,0,0,17,0,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",10,1,1,0,0,1,1,0,0,4,23,0,100.00,4,1,4,4,720,2,0,0,0,2,0,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",11,1,0,0,0,1,1,1,1,5,35,0,100.00,3,3,2,4,720,2,0,0,4,6,0,1,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",12,1,1,1,0,1,1,1,0,6,25,0,100.00,2,2,3,2,700,2,0,0,4,6,0,1,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",13,1,0,0,1,1,0,0,0,3,12,0.75,99.25,1,2,3,1,700,1,0,0,0,1,0,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",14,1,1,1,1,1,1,1,0,7,26,0,100.00,1,1,4,1,700,11,0,0,0,11,0,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",15,1,1,1,1,1,0,1,0,6,30,0,100.00,2,4,4,2,720,22,0,0,0,22,1,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",16,1,1,1,1,1,1,1,1,8,38,0,100.00,3,4,3,3,730,21,0,0,0,21,0,1,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",17,1,1,1,0,1,1,1,0,6,26,0,100.00,2,4,2,3,740,12,0,0,0,12,0,0,0,"NA","NA","NA"
2005,"U.Manamboli","Manamboli",18,1,1,1,1,0,1,1,1,7,34,0,100.00,3,2,3,4,840,12,6,0,0,18,0,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",19,1,1,1,1,1,0,1,0,6,30,0,100.00,3,4,4,3,740,2,23,0,0,25,0,1,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",20,1,1,1,1,1,1,0,0,6,28,0,100.00,3,2,4,4,750,15,4,0,0,19,0,1,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",21,1,1,1,1,0,1,1,0,6,31,0.25,99.75,3,2,3,3,780,16,2,0,0,18,0,1,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",22,1,1,0,1,1,1,0,0,5,22,0,100.00,2,3,3,3,760,18,0,0,4,22,0,0,0,"NA","NA","NA"
2005,"L.Manamboli","Manamboli",23,1,1,1,1,0,0,1,0,5,29,0,100.00,2,1,4,2,780,13,2,0,0,15,0,1,0,"NA","NA","NA"
