"Year","verbatimLocality","Fragment","Point_name","pointID","Tree_no","verbatimIdentification","scientificName","nativeAlien","kingdom","phylum","Distance_eff","Girth_eff","locationRemarks","SpCode","TreeHeight","identificationRemarks","occurrenceRemarks"
2019,"Varatuparai123","Varattuparai 1-3","VTPCQ11","2019_VTPCQ11","T3","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",3.66,58.0,"VRTP","NA",9,"Photo=NA | Description=NA","Stem_girths_cm=58"
2019,"Varatuparai123","Varattuparai 1-3","VTPCQ11","2019_VTPCQ11","T4","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",2.49,82.5,"VRTP","NA",13.5,"Photo=NA | Description=NA","Stem_girths_cm=74, 36.5"
2019,"Varatuparai123","Varattuparai 1-3","VTPCQ12","2019_VTPCQ12","T1","Clerodendron infortunatum","Clerodendrum infortunatum","Native","Plantae","Tracheophyta",3.38,55.0,"VRTP","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=55"
2019,"Varatuparai123","Varattuparai 1-3","VTPCQ12","2019_VTPCQ12","T2","Persea macrantha","Machilus macranthus","Native","Plantae","Tracheophyta",4.05,43.0,"VRTP","NA",9,"Photo=NA | Description=NA","Stem_girths_cm=43"
2019,"Varatuparai123","Varattuparai 1-3","VTPCQ12","2019_VTPCQ12","T3","Phoebe lanceolata","Phoebe lanceolata","Native","Plantae","Tracheophyta",8.88,34.0,"VRTP","NA",6,"Photo=NA | Description=NA","Stem_girths_cm=25, 23"
2019,"Varatuparai123","Varattuparai 1-3","VTPCQ12","2019_VTPCQ12","T4","Aglaia exstipulata","Aglaia exstipulata","Native","Plantae","Tracheophyta",2.27,28.3,"VRTP","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=20, 20"
2019,"Varatuparai4","Varattuparai 4","V4PCQ01","2019_V4PCQ01","T1","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",5.93,57.8,"VAR4","NA",9,"Photo=NA | Description=NA","Stem_girths_cm=54, 16, 13"
2019,"Varatuparai4","Varattuparai 4","V4PCQ01","2019_V4PCQ01","T2","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",4.93,72.5,"VAR4","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=63, 29, 21"
2019,"Varatuparai4","Varattuparai 4","V4PCQ01","2019_V4PCQ01","T3","Elaeocarpus serratus","Elaeocarpus serratus","Native","Plantae","Tracheophyta",7.09,354.0,"VAR4","NA",15.5,"Photo=NA | Description=NA","Stem_girths_cm=354"
2019,"Varatuparai4","Varattuparai 4","V4PCQ01","2019_V4PCQ01","T4","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",4.50,114.4,"VAR4","NA",20.5,"Photo=NA | Description=NA","Stem_girths_cm=48, 100, 28"
2019,"Varatuparai4","Varattuparai 4","V4PCQ02","2019_V4PCQ02","T1","Macaranga indica","Macaranga indica","Native","Plantae","Tracheophyta",0.80,26.9,"VAR4","NA",4.5,"Photo=NA | Description=NA","Stem_girths_cm=20, 18"
2019,"Varatuparai4","Varattuparai 4","V4PCQ02","2019_V4PCQ02","T2","Litsea oleoides","Litsea nigrescens","Native","Plantae","Tracheophyta",1.43,68.0,"VAR4","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=68"
2019,"Varatuparai4","Varattuparai 4","V4PCQ02","2019_V4PCQ02","T3","Phoebe lanceolata","Phoebe lanceolata","Native","Plantae","Tracheophyta",3.17,28.6,"VAR4","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=12, 16, 20.5"
2019,"Varatuparai4","Varattuparai 4","V4PCQ02","2019_V4PCQ02","T4","Clerodendron infortunatum","Clerodendrum infortunatum","Native","Plantae","Tracheophyta",6.11,41.0,"VAR4","NA",6,"Photo=NA | Description=NA","Stem_girths_cm=41"
2019,"Varatuparai4","Varattuparai 4","V4PCQ03","2019_V4PCQ03","T1","Artocarpus heterophyllus","Artocarpus heterophyllus","Native","Plantae","Tracheophyta",4.38,249.0,"VAR4","NA",18.5,"Photo=NA | Description=NA","Stem_girths_cm=249"
2019,"Varatuparai4","Varattuparai 4","V4PCQ03","2019_V4PCQ03","T2","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",2.18,144.0,"VAR4","NA",14.5,"Photo=NA | Description=NA","Stem_girths_cm=144"
2019,"Varatuparai4","Varattuparai 4","V4PCQ03","2019_V4PCQ03","T3","Meliosma pinnata","Meliosma pinnata","Native","Plantae","Tracheophyta",4.82,129.0,"VAR4","NA",19.5,"Photo=NA | Description=NA","Stem_girths_cm=129"
2019,"Varatuparai4","Varattuparai 4","V4PCQ03","2019_V4PCQ03","T4","Antidesma menasu","Antidesma montanum","Native","Plantae","Tracheophyta",3.90,31.0,"VAR4","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=31"
2019,"Varatuparai4","Varattuparai 4","V4PCQ04","2019_V4PCQ04","T1","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",2.14,32.1,"VAR4","NA",6,"Photo=NA | Description=NA","Stem_girths_cm=24, 16, 14"
2019,"Varatuparai4","Varattuparai 4","V4PCQ04","2019_V4PCQ04","T2","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",1.23,43.6,"VAR4","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=23, 37"
2019,"Varatuparai4","Varattuparai 4","V4PCQ04","2019_V4PCQ04","T3","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",2.98,148.0,"VAR4","NA",20,"Photo=NA | Description=NA","Stem_girths_cm=148"
2019,"Varatuparai4","Varattuparai 4","V4PCQ04","2019_V4PCQ04","T4","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",6.71,48.0,"VAR4","NA",8,"Photo=NA | Description=NA","Stem_girths_cm=48"
2019,"Varatuparai4","Varattuparai 4","V4PCQ05","2019_V4PCQ05","T1","Litsea oleoides","Litsea nigrescens","Native","Plantae","Tracheophyta",5.62,68.0,"VAR4","NA",9,"Photo=NA | Description=NA","Stem_girths_cm=68"
2019,"Varatuparai4","Varattuparai 4","V4PCQ05","2019_V4PCQ05","T2","Clerodendron infortunatum","Clerodendrum infortunatum","Native","Plantae","Tracheophyta",5.32,31.0,"VAR4","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=31"
2019,"Varatuparai4","Varattuparai 4","V4PCQ05","2019_V4PCQ05","T3","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",7.73,57.0,"VAR4","NA",10,"Photo=NA | Description=NA","Stem_girths_cm=57"
2019,"Varatuparai4","Varattuparai 4","V4PCQ05","2019_V4PCQ05","T4","Epiprinus mallotiformis","Epiprinus mallotiformis","Native","Plantae","Tracheophyta",2.04,96.6,"VAR4","NA",6,"Photo=NA | Description=NA","Stem_girths_cm=62, 61, 42"
2019,"Varatuparai4","Varattuparai 4","V4PCQ06","2019_V4PCQ06","T1","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",0.98,34.1,"VAR4","NA",5.5,"Photo=NA | Description=NA","Stem_girths_cm=24, 9, 19, 12"
2019,"Varatuparai4","Varattuparai 4","V4PCQ06","2019_V4PCQ06","T2","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",2.22,41.3,"VAR4","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=27, 20, 18, 16"
2019,"Varatuparai4","Varattuparai 4","V4PCQ06","2019_V4PCQ06","T3","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",1.67,34.2,"VAR4","NA",6,"Photo=NA | Description=NA","Stem_girths_cm=32, 12"
2019,"Varatuparai4","Varattuparai 4","V4PCQ06","2019_V4PCQ06","T4","Mallotus tetracoccus","Mallotus tetracoccus","Native","Plantae","Tracheophyta",3.11,165.0,"VAR4","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=165"
2019,"Varatuparai4","Varattuparai 4","V4PCQ07","2019_V4PCQ07","T1","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",2.29,181.5,"VAR4","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=180, 23"
2019,"Varatuparai4","Varattuparai 4","V4PCQ07","2019_V4PCQ07","T2","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",2.32,29.2,"VAR4","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=13, 9, 10, 14, 9, 15"
2019,"Varatuparai4","Varattuparai 4","V4PCQ07","2019_V4PCQ07","T3","Coffea canephora","Coffea canephora","Alien","Plantae","Tracheophyta",2.34,35.8,"VAR4","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=17, 15, 13, 14, 18, 9"
2019,"Varatuparai4","Varattuparai 4","V4PCQ07","2019_V4PCQ07","T4","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",7.14,49.8,"VAR4","NA",6,"Photo=NA | Description=NA","Stem_girths_cm=32.5, 32, 13, 13, 8"
2019,"Varatuparai4","Varattuparai 4","V4PCQ08","2019_V4PCQ08","T1","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",3.42,43.1,"VAR4","NA",8,"Photo=NA | Description=NA","Stem_girths_cm=23, 36.5"
2019,"Varatuparai4","Varattuparai 4","V4PCQ08","2019_V4PCQ08","T2","Canarium strictum","Canarium strictum","Native","Plantae","Tracheophyta",5.31,187.0,"VAR4","NA",26.5,"Photo=NA | Description=NA","Stem_girths_cm=187"
2019,"Varatuparai4","Varattuparai 4","V4PCQ08","2019_V4PCQ08","T3","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",4.50,114.3,"VAR4","NA",16.5,"Photo=NA | Description=NA","Stem_girths_cm=90, 70.5"
2019,"Varatuparai4","Varattuparai 4","V4PCQ08","2019_V4PCQ08","T4","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",2.97,138.1,"VAR4","NA",14.5,"Photo=NA | Description=NA","Stem_girths_cm=115, 75, 14.5"
2019,"Varatuparai4","Varattuparai 4","V4PCQ09","2019_V4PCQ09","T1","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",1.65,197.0,"VAR4","NA",13.5,"Photo=NA | Description=NA","Stem_girths_cm=197"
2019,"Varatuparai4","Varattuparai 4","V4PCQ09","2019_V4PCQ09","T2","Spathodea campanulata","Spathodea campanulata","Alien","Plantae","Tracheophyta",3.83,120.0,"VAR4","NA",12.5,"Photo=NA | Description=Yep!","Stem_girths_cm=520 (probably erroneous; taken as 120)"
2019,"Varatuparai4","Varattuparai 4","V4PCQ09","2019_V4PCQ09","T3","Maesopsis eminii","Maesopsis eminii","Alien","Plantae","Tracheophyta",4.19,56.0,"VAR4","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=56"
2019,"Varatuparai4","Varattuparai 4","V4PCQ09","2019_V4PCQ09","T4","Clerodendron infortunatum","Clerodendrum infortunatum","Native","Plantae","Tracheophyta",5.83,40.0,"VAR4","NA",10.5,"Photo=NA | Description=NA","Stem_girths_cm=40"
2019,"Varatuparai4","Varattuparai 4","V4PCQ10","2019_V4PCQ10","T1","Prunus ceylanica","Pygeum ceylanicum","Native","Plantae","Tracheophyta",2.12,31.0,"VAR4","NA",5,"Photo=NA | Description=NA","Stem_girths_cm=31"
2019,"Varatuparai4","Varattuparai 4","V4PCQ10","2019_V4PCQ10","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",2.15,54.0,"VAR4","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=54"
2019,"Varatuparai4","Varattuparai 4","V4PCQ10","2019_V4PCQ10","T3","Artocarpus heterophyllus","Artocarpus heterophyllus","Native","Plantae","Tracheophyta",5.70,170.0,"VAR4","NA",16.5,"Photo=NA | Description=NA","Stem_girths_cm=170"
2019,"Varatuparai4","Varattuparai 4","V4PCQ10","2019_V4PCQ10","T4","Avari","Magnoliopsida","Native","Plantae","Tracheophyta",6.70,34.0,"VAR4","NA",5.5,"Photo=NA | Description=NA","Stem_girths_cm=34"
2019,"Pannimade","Pannimade","PAPCQ08","2019_PAPCQ08","T1","Actinodaphne bourdillonii","Actinodaphne bourdillonii","Native","Plantae","Tracheophyta",1.27,67.8,"PNMD","NA",13.5,"Photo=NA | Description=NA","Stem_girths_cm=45.8, 38.5, 31.8"
2019,"Pannimade","Pannimade","PAPCQ08","2019_PAPCQ08","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",3.79,103.1,"PNMD","NA",12.5,"Photo=NA | Description=NA","Stem_girths_cm=42, 36, 87"
2019,"Pannimade","Pannimade","PAPCQ08","2019_PAPCQ08","T3","Actinodaphne bourdillonii","Actinodaphne bourdillonii","Native","Plantae","Tracheophyta",3.30,49.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=49"
2019,"Pannimade","Pannimade","PAPCQ08","2019_PAPCQ08","T4","Cryptocarya anamalayana","Cryptocarya","Native","Plantae","Tracheophyta",4.21,32.0,"PNMD","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=32"
2019,"Pannimade","Pannimade","PAPCQ09","2019_PAPCQ09","T1","Pallaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",3.01,191.5,"PNMD","NA",27.5,"Photo=NA | Description=NA","Stem_girths_cm=191.5"
2019,"Pannimade","Pannimade","PAPCQ09","2019_PAPCQ09","T2","Diospyros paniculata","Diospyros paniculata","Native","Plantae","Tracheophyta",5.68,67.0,"PNMD","NA",17.5,"Photo=NA | Description=NA","Stem_girths_cm=67"
2019,"Pannimade","Pannimade","PAPCQ09","2019_PAPCQ09","T3","Ardisia pauciflora","Ardisia pauciflora","Native","Plantae","Tracheophyta",0.95,35.0,"PNMD","NA",6.5,"Photo=NA | Description=NA","Stem_girths_cm=35"
2019,"Pannimade","Pannimade","PAPCQ09","2019_PAPCQ09","T4","Myristica dactyloides","Myristica beddomei","Native","Plantae","Tracheophyta",3.52,34.0,"PNMD","NA",7.5,"Photo=NA | Description=NA","Stem_girths_cm=34"
2019,"Pannimade","Pannimade","PAPCQ10","2019_PAPCQ10","T1","Pallaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",5.10,61.0,"PNMD","NA",20.5,"Photo=NA | Description=NA","Stem_girths_cm=61"
2019,"Pannimade","Pannimade","PAPCQ10","2019_PAPCQ10","T2","Messua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",4.15,56.0,"PNMD","NA",14.5,"Photo=NA | Description=NA","Stem_girths_cm=56"
2019,"Pannimade","Pannimade","PAPCQ10","2019_PAPCQ10","T3","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",4.69,51.0,"PNMD","NA",10.5,"Photo=NA | Description=NA","Stem_girths_cm=51"
2019,"Pannimade","Pannimade","PAPCQ10","2019_PAPCQ10","T4","Drypetes wightii","Drypetes wightii","Native","Plantae","Tracheophyta",2.77,64.0,"PNMD","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=64"
2019,"Pannimade","Pannimade","PAPCQ11","2019_PAPCQ11","T1","Pallaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",1.43,198.5,"PNMD","NA",31.5,"Photo=NA | Description=NA","Stem_girths_cm=198.5"
2019,"Pannimade","Pannimade","PAPCQ11","2019_PAPCQ11","T2","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",3.14,135.0,"PNMD","NA",18.5,"Photo=NA | Description=NA","Stem_girths_cm=135"
2019,"Pannimade","Pannimade","PAPCQ11","2019_PAPCQ11","T3","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",3.08,62.0,"PNMD","NA",15,"Photo=NA | Description=NA","Stem_girths_cm=62"
2019,"Pannimade","Pannimade","PAPCQ11","2019_PAPCQ11","T4","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",6.06,65.0,"PNMD","NA",14.5,"Photo=NA | Description=NA","Stem_girths_cm=65"
2019,"Pannimade","Pannimade","PAPCQ12","2019_PAPCQ12","T1","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",9.19,177.0,"PNMD","NA",30.5,"Photo=NA | Description=NA","Stem_girths_cm=177"
2019,"Pannimade","Pannimade","PAPCQ12","2019_PAPCQ12","T2","Pallaqium ellipticum","Palaquium ellipticum","Native","Plantae","Tracheophyta",1.28,67.0,"PNMD","NA",2.5,"Photo=NA | Description=cut on top","Stem_girths_cm=67"
2019,"Pannimade","Pannimade","PAPCQ12","2019_PAPCQ12","T3","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",4.03,52.0,"PNMD","NA",10.5,"Photo=NA | Description=NA","Stem_girths_cm=52"
2019,"Pannimade","Pannimade","PAPCQ12","2019_PAPCQ12","T4","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",1.30,115.0,"PNMD","NA",18.5,"Photo=NA | Description=NA","Stem_girths_cm=115"
2019,"Pannimade","Pannimade","PAPCQ13","2019_PAPCQ13","T1","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",1.87,37.2,"PNMD","NA",9.5,"Photo=NA | Description=NA","Stem_girths_cm=32, 19"
2019,"Pannimade","Pannimade","PAPCQ13","2019_PAPCQ13","T2","Syzygium laetum","Syzygium laetum","Native","Plantae","Tracheophyta",2.08,39.0,"PNMD","NA",10.5,"Photo=NA | Description=NA","Stem_girths_cm=39"
2019,"Pannimade","Pannimade","PAPCQ13","2019_PAPCQ13","T3","Epiprinus mallotiformis","Epiprinus mallotiformis","Native","Plantae","Tracheophyta",4.96,40.5,"PNMD","NA",6.5,"Photo=NA | Description=NA","Stem_girths_cm=40.5"
2019,"Pannimade","Pannimade","PAPCQ13","2019_PAPCQ13","T4","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",2.20,32.0,"PNMD","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=32"
2019,"Pannimade","Pannimade","PAPCQ14","2019_PAPCQ14","T1","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",6.85,47.0,"PNMD","NA",12,"Photo=NA | Description=NA","Stem_girths_cm=47"
2019,"Pannimade","Pannimade","PAPCQ14","2019_PAPCQ14","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",3.38,40.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=40"
2019,"Pannimade","Pannimade","PAPCQ14","2019_PAPCQ14","T3","Persea macrantha","Machilus macranthus","Native","Plantae","Tracheophyta",2.29,42.0,"PNMD","NA",12.5,"Photo=NA | Description=NA","Stem_girths_cm=42"
2019,"Pannimade","Pannimade","PAPCQ14","2019_PAPCQ14","T4","Symplocos cochinchinensis","Symplocos cochinchinensis","Native","Plantae","Tracheophyta",4.06,52.0,"PNMD","NA",7,"Photo=NA | Description=NA","Stem_girths_cm=52"
2019,"Pannimade","Pannimade","PAPCQ15","2019_PAPCQ15","T1","Acronychia pedunculata","Acronychia pedunculata","Native","Plantae","Tracheophyta",2.74,44.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=44"
2019,"Pannimade","Pannimade","PAPCQ15","2019_PAPCQ15","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",4.22,38.5,"PNMD","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=38.5"
2019,"Pannimade","Pannimade","PAPCQ15","2019_PAPCQ15","T3","Actinodaphne malabarica","Actinodaphne wightiana","Native","Plantae","Tracheophyta",1.33,37.0,"PNMD","NA",12,"Photo=NA | Description=NA","Stem_girths_cm=37"
2019,"Pannimade","Pannimade","PAPCQ15","2019_PAPCQ15","T4","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",5.30,37.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=37"
2019,"Pannimade","Pannimade","PAPCQ16","2019_PAPCQ16","T1","Acronychia pedunculata","Acronychia pedunculata","Native","Plantae","Tracheophyta",2.74,44.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=44"
2019,"Pannimade","Pannimade","PAPCQ16","2019_PAPCQ16","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",4.22,38.5,"PNMD","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=38.5"
2019,"Pannimade","Pannimade","PAPCQ16","2019_PAPCQ16","T3","Actinodaphne malabarica","Actinodaphne wightiana","Native","Plantae","Tracheophyta",1.33,37.0,"PNMD","NA",12,"Photo=NA | Description=NA","Stem_girths_cm=37"
2019,"Pannimade","Pannimade","PAPCQ16","2019_PAPCQ16","T4","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",5.30,37.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=37"
2019,"Pannimade","Pannimade","PAPCQ17","2019_PAPCQ17","T1","Eucalyptus globulus","Eucalyptus globulus","Alien","Plantae","Tracheophyta",10.12,287.5,"PNMD","NA",46.5,"Photo=NA | Description=!","Stem_girths_cm=274, 87"
2019,"Pannimade","Pannimade","PAPCQ17","2019_PAPCQ17","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",6.39,45.0,"PNMD","NA",8.5,"Photo=NA | Description=NA","Stem_girths_cm=45"
2019,"Pannimade","Pannimade","PAPCQ17","2019_PAPCQ17","T3","Eucalyptus globulus","Eucalyptus globulus","Alien","Plantae","Tracheophyta",1.93,62.0,"PNMD","NA",14.5,"Photo=NA | Description=NA","Stem_girths_cm=62"
2019,"Pannimade","Pannimade","PAPCQ17","2019_PAPCQ17","T4","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",2.47,40.0,"PNMD","NA",8,"Photo=NA | Description=NA","Stem_girths_cm=40"
2019,"Pannimade","Pannimade","PAPCQ18","2019_PAPCQ18","T1","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",8.15,100.1,"PNMD","NA",10.5,"Photo=NA | Description=NA","Stem_girths_cm=77, 64"
2019,"Pannimade","Pannimade","PAPCQ18","2019_PAPCQ18","T2","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",4.14,45.0,"PNMD","NA",12,"Photo=NA | Description=NA","Stem_girths_cm=45"
2019,"Pannimade","Pannimade","PAPCQ18","2019_PAPCQ18","T3","Symplocos cochinchinensis","Symplocos cochinchinensis","Native","Plantae","Tracheophyta",3.70,58.0,"PNMD","NA",8,"Photo=NA | Description=NA","Stem_girths_cm=58"
2019,"Pannimade","Pannimade","PAPCQ18","2019_PAPCQ18","T4","Persea macrantha","Machilus macranthus","Native","Plantae","Tracheophyta",10.57,167.0,"PNMD","NA",21.5,"Photo=NA | Description=NA","Stem_girths_cm=167"
2019,"Pannimade","Pannimade","PAPCQ19","2019_PAPCQ19","T1","Aglaia exstipulata","Aglaia exstipulata","Native","Plantae","Tracheophyta",3.04,31.8,"PNMD","NA",8,"Photo=NA | Description=NA","Stem_girths_cm=28, 15"
2019,"Pannimade","Pannimade","PAPCQ19","2019_PAPCQ19","T2","Persea macrantha","Machilus macranthus","Native","Plantae","Tracheophyta",3.65,242.0,"PNMD","NA",24.5,"Photo=NA | Description=NA","Stem_girths_cm=242"
2019,"Pannimade","Pannimade","PAPCQ19","2019_PAPCQ19","T3","Epiprinus mallotiformis","Epiprinus mallotiformis","Native","Plantae","Tracheophyta",2.62,47.0,"PNMD","NA",8.5,"Photo=NA | Description=NA","Stem_girths_cm=47"
2019,"Pannimade","Pannimade","PAPCQ19","2019_PAPCQ19","T4","Persea macrantha","Machilus macranthus","Native","Plantae","Tracheophyta",3.45,194.5,"PNMD","NA",26.5,"Photo=NA | Description=NA","Stem_girths_cm=194.5"
2019,"Pannimade","Pannimade","PAPCQ20","2019_PAPCQ20","T1","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",0.89,84.0,"PNMD","NA",15.5,"Photo=NA | Description=NA","Stem_girths_cm=84"
2019,"Pannimade","Pannimade","PAPCQ20","2019_PAPCQ20","T2","Diospyros sylvatica","Diospyros sylvatica","Native","Plantae","Tracheophyta",0.84,65.0,"PNMD","NA",16.5,"Photo=NA | Description=NA","Stem_girths_cm=65"
2019,"Pannimade","Pannimade","PAPCQ20","2019_PAPCQ20","T3","Dimocarpus longan","Dimocarpus longan","Native","Plantae","Tracheophyta",1.89,61.0,"PNMD","NA",13.5,"Photo=NA | Description=NA","Stem_girths_cm=61"
2019,"Pannimade","Pannimade","PAPCQ20","2019_PAPCQ20","T4","Litsea floribunda","Litsea floribunda","Native","Plantae","Tracheophyta",3.22,48.3,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=31, 37"
2019,"Pannimade","Pannimade","PAPCQ21","2019_PAPCQ21","T1","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",1.28,62.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=62"
2019,"Pannimade","Pannimade","PAPCQ21","2019_PAPCQ21","T2","Agrostistachys borneoensis","Agrostistachys borneensis","Native","Plantae","Tracheophyta",3.22,49.0,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=49"
2019,"Pannimade","Pannimade","PAPCQ21","2019_PAPCQ21","T3","Semecarpus travancorica","Semecarpus travancorica","Native","Plantae","Tracheophyta",1.07,138.0,"PNMD","NA",26.5,"Photo=NA | Description=NA","Stem_girths_cm=138"
2019,"Pannimade","Pannimade","PAPCQ21","2019_PAPCQ21","T4","Oreocnide integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",2.57,37.0,"PNMD","NA",12,"Photo=NA | Description=NA","Stem_girths_cm=37"
2019,"Pannimade","Pannimade","PAPCQ22","2019_PAPCQ22","T1","Oreocnide integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",1.13,35.6,"PNMD","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=28, 22"
2019,"Pannimade","Pannimade","PAPCQ22","2019_PAPCQ22","T2","Oreocnide integrifolia","Oreocnide integrifolia","Native","Plantae","Tracheophyta",1.78,42.0,"PNMD","NA",10.5,"Photo=NA | Description=NA","Stem_girths_cm=42"
2019,"Pannimade","Pannimade","PAPCQ22","2019_PAPCQ22","T3","Litsea oleoides","Litsea nigrescens","Native","Plantae","Tracheophyta",1.76,36.0,"PNMD","NA",7.5,"Photo=NA | Description=NA","Stem_girths_cm=36"
2019,"Pannimade","Pannimade","PAPCQ22","2019_PAPCQ22","T4","Messua ferrea","Mesua ferrea","Native","Plantae","Tracheophyta",3.22,178.0,"PNMD","NA",28.5,"Photo=NA | Description=NA","Stem_girths_cm=178"
2019,"Pannimade","Pannimade","PAPCQ23","2019_PAPCQ23","T1","Drypetes wightii","Drypetes wightii","Native","Plantae","Tracheophyta",7.56,95.0,"PNMD","NA",11,"Photo=NA | Description=NA","Stem_girths_cm=95"
2019,"Pannimade","Pannimade","PAPCQ23","2019_PAPCQ23","T2","Drypetes wightii","Drypetes wightii","Native","Plantae","Tracheophyta",6.99,85.0,"PNMD","NA",12,"Photo=NA | Description=NA","Stem_girths_cm=85"
2019,"Pannimade","Pannimade","PAPCQ23","2019_PAPCQ23","T3","Cullenia exarillata","Cullenia exarillata","Native","Plantae","Tracheophyta",5.67,380.0,"PNMD","NA",39.5,"Photo=NA | Description=NA","Stem_girths_cm=380"
2019,"Pannimade","Pannimade","PAPCQ23","2019_PAPCQ23","T4","Antidesma menasu","Antidesma montanum","Native","Plantae","Tracheophyta",4.15,52.5,"PNMD","NA",11.5,"Photo=NA | Description=NA","Stem_girths_cm=52.5"
