Scientific,Species,Diet.5Cat,Stratum,Replicate,SurveyID,Point,Time,Number,Distance,HSF,Remarks
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,4,OT1,4,7:34,1,15,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,18,OT2,3,6:58,1,10,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,32,OT3,2,7:09,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,42,ST3,12,8:37,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,24,OT2,9,7:44,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,4,ST1,4,7:09,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,14,OT1,14,8:53,1,30,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,12,CT1,12,8:22,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,43,CT3,13,8:32,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,30,OT2,15,8:29,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,1,FR1,1,6:44,1,30,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,22,OT2,7,7:30,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,24,CT2,9,7:57,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,45,ST3,15,9:15,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,44,OT3,1,8:19,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,40,OT3,10,8:26,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,23,OT2,8,7:37,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,20,OT2,5,7:14,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,8,CT1,8,7:55,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,35,ST3,5,7:31,1,5,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,23,OT2,8,7:37,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,5,RF1,5,7:20,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,16,CT2,1,6:57,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,40,RF3,10,7:53,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,45,ST3,15,9:15,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,6,OT1,6,7:48,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,14,RF1,14,8:37,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,45,OT3,2,8:29,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,23,FR2,8,7:52,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,9,CT1,9,8:01,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,19,CT2,4,7:20,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,45,CT3,15,8:50,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,21,OT2,6,7:22,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,39,OT3,9,8:15,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,35,CT3,5,7:24,1,10,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,22,ST2,7,7:57,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,9,ST1,9,7:56,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,16,CT2,1,6:57,1,10,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,2,CT1,2,7:12,1,20,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,28,ST2,13,8:59,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,33,CT3,3,7:08,1,0,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,10,FR1,10,8:03,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,10,FR1,10,8:03,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,10,OT1,10,8:20,1,20,H,Different individual
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,14,ST1,14,8:33,1,10,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,12,CT1,12,8:22,1,30,S,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,40,ST3,10,8:18,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,35,OT3,5,7:39,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,44,OT3,1,8:19,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,12,CT1,12,8:22,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,27,OT2,12,8:05,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,30,FR2,15,8:53,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,28,ST2,13,8:59,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,2,ST1,2,6:51,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,4,CT1,4,7:26,1,30,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,40,CT3,10,8:05,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,25,OT2,10,7:51,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,19,RF2,4,6:59,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,5,ST1,5,7:20,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,28,ST2,13,8:59,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,26,OT2,11,7:58,1,5,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,14,FR1,14,8:34,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,22,FR2,7,7:44,1,5,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,5,CT1,5,7:33,1,0,S,Different individual
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,31,CT3,1,6:50,1,5,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,26,OT2,11,7:58,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,9,OT1,9,8:11,1,20,S,Approximation. Probably seen while entering
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,22,RF2,7,7:25,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,19,RF2,4,6:59,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,8,RF1,8,7:45,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,35,CT3,5,7:24,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,32,ST3,2,6:59,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,38,CT3,8,7:48,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,29,CT2,14,8:35,1,15,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,15,CT1,15,8:42,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,29,CT2,14,8:35,1,20,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,18,OT2,3,6:58,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,9,RF1,9,7:53,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,30,CT2,15,8:42,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,7,OT1,7,7:55,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,23,CT2,8,7:51,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,20,ST2,5,7:37,1,15,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,24,OT2,9,7:44,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,26,FR2,11,8:22,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,27,FR2,12,8:30,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,3,CT1,3,7:19,1,30,H,"Entering plot. Weather: Clear, sunny"
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,17,ST2,2,7:11,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,20,RF2,5,7:08,1,15,H,Participating in mixed flock hunting-party
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,27,OT2,12,8:05,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,16,OT2,1,6:43,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,22,OT2,7,7:30,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,19,OT2,4,7:05,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,38,ST3,8,7:57,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,10,FR1,10,8:03,1,15,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,34,CT3,4,7:15,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,30,OT2,15,8:29,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,40,CT3,10,8:05,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,25,OT2,10,7:51,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,28,ST2,13,8:59,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,20,OT2,5,7:14,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,5,CT1,5,7:33,1,30,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,35,CT3,5,7:24,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,8,CT1,8,7:55,1,5,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,12,OT1,12,8:36,1,30,H,"Entering plot. Weather: Clear, sunny. Crotalaria plantation. Tea pickers present"
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,12,OT1,12,8:36,1,30,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,12,OT1,12,8:36,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,21,CT2,6,7:36,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,20,FR2,5,7:26,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,22,CT2,7,7:43,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,22,CT2,7,7:43,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,22,ST2,7,7:57,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,45,OT3,2,8:29,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,28,FR2,13,8:38,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,38,CT3,8,7:48,1,5,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,31,OT3,1,6:58,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,3,OT1,3,7:26,2,30,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,44,ST3,14,8:54,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,9,FR1,9,7:55,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,15,ST1,15,8:41,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,34,OT3,4,7:27,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,27,OT2,12,8:05,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,29,ST2,14,9:08,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,22,OT2,7,7:30,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,37,OT3,7,7:58,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,14,ST1,14,8:33,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,34,OT3,4,7:27,1,5,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,19,FR2,4,7:16,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,37,ST3,7,7:48,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,33,CT3,3,7:08,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,22,OT2,7,7:30,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,38,ST3,8,7:57,1,5,S,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,22,FR2,7,7:44,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,39,CT3,9,7:57,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,27,ST2,12,8:47,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,27,CT2,12,8:14,1,10,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,6,ST1,6,7:30,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,35,CT3,5,7:24,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,8,CT1,8,7:55,1,30,H,Partly cloudy
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,13,CT1,13,8:29,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,10,S,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,15,OT1,15,9:01,1,5,H,Different individual
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,25,CT2,10,8:05,1,10,S,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,37,CT3,7,7:41,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,27,FR2,12,8:30,1,10,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,25,RF2,10,7:56,1,10,H,"Possibly alarm calls. ""psshht-psshht-rshht"""
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,45,OT3,2,8:29,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,29,CT2,14,8:35,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,32,ST3,2,6:59,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,36,CT3,6,7:33,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,17,CT2,2,7:07,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,3,ST1,3,7:00,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,32,CT3,2,7:00,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,14,CT1,14,8:35,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,29,ST2,14,9:08,1,15,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,34,ST3,4,7:21,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,26,CT2,11,8:12,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,1,ST1,1,6:44,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,9,ST1,9,7:56,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,24,ST2,9,8:16,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,23,FR2,8,7:52,1,10,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,8,ST1,8,7:45,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,11,CT1,11,8:15,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,22,OT2,7,7:30,1,10,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,12,CT1,12,8:22,1,30,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,34,ST3,4,7:21,1,5,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,27,CT2,12,8:14,1,10,H,"Partly cloudy, sunny"
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,4,FR1,4,7:08,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,36,CT3,6,7:33,1,10,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,36,CT3,6,7:33,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,35,OT3,5,7:39,1,20,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,14,OT1,14,8:53,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,36,CT3,6,7:33,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,27,ST2,12,8:47,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,44,CT3,14,8:40,1,20,S,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,32,ST3,2,6:59,1,5,S,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,35,CT3,5,7:24,1,10,S,On Silver Oak
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,17,OT2,2,6:51,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,17,OT2,2,6:51,2,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,15,OT1,15,9:01,1,20,H,Partly cloudy
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,28,CT2,13,8:28,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,D_Fragment,14,FR1,14,8:34,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,15,OT1,15,9:01,1,10,H,Different individual
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,17,OT2,2,6:51,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,23,ST2,8,8:07,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,12,OT1,12,8:36,1,20,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,45,OT3,2,8:29,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,32,ST3,2,6:59,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,21,OT2,6,7:22,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,23,CT2,8,7:51,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,9,CT1,9,8:01,1,30,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,34,OT3,4,7:27,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,29,CT2,14,8:35,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,17,ST2,2,7:11,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,34,ST3,4,7:21,1,10,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,13,ST1,13,8:24,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,E_Rainforest,29,RF2,14,8:35,1,5,H,Entering plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,35,CT3,5,7:24,1,5,H,Exiting plot
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,45,CT3,15,8:50,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,32,OT3,2,7:09,1,15,S,Distance approximation
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,39,CT3,9,7:57,1,5,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,B_Org Tea,13,OT1,13,8:45,1,15,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,A_Con Tea,33,CT3,3,7:08,1,5,S,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,1,ST1,1,6:44,1,20,H,
Acrocephalus dumetorum,Blyth's Reed-Warbler,Invertebrate,C_Shade Tea,31,ST3,1,6:46,1,10,H,
